,genes,description,MF Terms,Receptor/Channel,Kinase/Phosphatase,Ubiquitin/E3,Vesicle/Transporters,GTP/ATP Regulators,Nucleic Acid Binding,Translation,Membrane/Cell Adhesion,Other Regulators,Scaffolds/Adaptors,Cytoskeletal,Calcium Ion Binding,Other Enzymes,Other protein binders,unknown functions,Function Total
349,AXIN1,axin 1 [Source:HGNC Symbol;Acc:HGNC:903],"['ubiquitin protein ligase binding', 'I-SMAD binding', 'armadillo repeat domain binding', 'protein kinase binding', 'beta-catenin binding', 'protein homodimerization activity', 'signaling adaptor activity']",0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,4
350,DPYSL2,dihydropyrimidinase like 2 [Source:HGNC Symbol;Acc:HGNC:3014],"['microtubule binding', 'identical protein binding']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
351,PRDX1,peroxiredoxin 1 [Source:HGNC Symbol;Acc:HGNC:9352],"['cadherin binding', 'thioredoxin peroxidase activity', 'RNA binding', 'identical protein binding']",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2
352,SIPA1L1,signal induced proliferation associated 1 like 1 [Source:HGNC Symbol;Acc:HGNC:20284],"['GTPase activator activity', 'ephrin receptor binding']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
353,TMOD2,tropomodulin 2 [Source:HGNC Symbol;Acc:HGNC:11872],"['tropomyosin binding', 'actin binding']",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
354,PRMT5,protein arginine methyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:10894],"['E-box binding', 'transcription corepressor activity', 'histone methyltransferase activity (H4-R3 specific)', 'methyl-CpG binding', 'ribonucleoprotein complex binding', 'protein heterodimerization activity', 'protein-arginine omega-N symmetric methyltransferase activity', 'p53 binding', 'identical protein binding']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
355,ATXN2,ataxin 2 [Source:HGNC Symbol;Acc:HGNC:10555],"['epidermal growth factor receptor binding', 'RNA binding', 'protein C-terminus binding']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
357,NCAPH2,non-SMC condensin II complex subunit H2 [Source:HGNC Symbol;Acc:HGNC:25071],"['chromatin binding', 'protein binding']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
359,HNRNPR,heterogeneous nuclear ribonucleoprotein R [Source:HGNC Symbol;Acc:HGNC:5047],"[""mRNA 3'-UTR binding"", 'protein binding']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
360,GNAI1,G protein subunit alpha i1 [Source:HGNC Symbol;Acc:HGNC:4384],"['GTPase activity', 'GDP binding', 'magnesium ion binding', 'GTPase activating protein binding', 'G-protein beta/gamma-subunit complex binding', 'GTP binding', 'G protein-coupled serotonin receptor binding']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
361,LGALS3BP,galectin 3 binding protein [Source:HGNC Symbol;Acc:HGNC:6564],"['scavenger receptor activity', 'protein binding']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
363,GNB5,G protein subunit beta 5 [Source:HGNC Symbol;Acc:HGNC:4401],"['GTPase activator activity', 'GTPase activity', 'G-protein gamma-subunit binding', 'chaperone binding']",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
365,APEX1,apurinic/apyrimidinic endodeoxyribonuclease 1 [Source:HGNC Symbol;Acc:HGNC:587],"['RNA-DNA hybrid ribonuclease activity', ""double-stranded DNA 3'-5' exodeoxyribonuclease activity"", 'protein-containing complex binding', 'NF-kappaB binding', 'damaged DNA binding', 'transcription corepressor activity', 'transcription coactivator activity', 'uracil DNA N-glycosylase activity', 'oxidoreductase activity', 'RNA binding', 'site-specific endodeoxyribonuclease activity, specific for altered base', 'chromatin DNA binding', 'double-stranded telomeric DNA binding', 'metal ion binding', 'phosphodiesterase I activity', 'DNA-(apurinic or apyrimidinic site) endonuclease activity']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2
366,MBP,myelin basic protein [Source:HGNC Symbol;Acc:HGNC:6925],"['protease binding', 'calmodulin binding', 'structural constituent of myelin sheath']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
367,DIAPH2,diaphanous related formin 2 [Source:HGNC Symbol;Acc:HGNC:2877],"['signaling receptor binding', 'small GTPase binding', 'actin binding']",1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3
368,PATZ1,POZ/BTB and AT hook containing zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:13071],"['DNA-binding transcription activator activity, RNA polymerase II-specific', 'RNA polymerase II cis-regulatory region sequence-specific DNA binding', 'ubiquitin protein ligase binding', 'DNA-binding transcription repressor activity, RNA polymerase II-specific', 'metal ion binding', 'chromatin binding']",0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,4
369,XRN2,5'-3' exoribonuclease 2 [Source:HGNC Symbol;Acc:HGNC:12836],"['RNA binding', 'transcription termination site sequence-specific DNA binding', ""3'-5'-exoribonuclease activity"", ""5'-3' exoribonuclease activity"", 'metal ion binding', 'identical protein binding']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2
370,RAB10,"RAB10, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9759]","['GTPase activity', 'GDP binding', 'myosin V binding', 'GTP binding', 'cadherin binding involved in cell-cell adhesion']",0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,3
371,COPA,COPI coat complex subunit alpha [Source:HGNC Symbol;Acc:HGNC:2230],"['hormone activity', 'structural molecule activity', 'mRNA binding']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
372,CAPN1,calpain 1 [Source:HGNC Symbol;Acc:HGNC:1476],"['calcium ion binding', 'protein binding', 'calcium-dependent cysteine-type endopeptidase activity']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
373,NONO,non-POU domain containing octamer binding [Source:HGNC Symbol;Acc:HGNC:7871],"['chromatin binding', 'RNA binding', 'identical protein binding', 'E-box binding']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2
374,CLIP3,CAP-Gly domain containing linker protein 3 [Source:HGNC Symbol;Acc:HGNC:24314],"['ganglioside binding', 'microtubule plus-end binding']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
375,STOM,stomatin [Source:HGNC Symbol;Acc:HGNC:3383],"['RNA polymerase binding', 'protein homodimerization activity']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
376,GNPTAB,N-acetylglucosamine-1-phosphate transferase subunits alpha and beta [Source:HGNC Symbol;Acc:HGNC:29670],"['UDP-N-acetylglucosamine-lysosomal-enzyme N-acetylglucosaminephosphotransferase activity', 'calcium ion binding', 'protein binding']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
377,PRMT1,protein arginine methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:5187],"['mitogen-activated protein kinase p38 binding', 'histone methyltransferase activity (H4-R3 specific)', 'RNA binding', 'methyl-CpG binding', 'S-adenosyl-L-methionine binding', 'protein-arginine omega-N monomethyltransferase activity', 'identical protein binding', 'protein-arginine omega-N asymmetric methyltransferase activity']",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2
378,HDAC2,histone deacetylase 2 [Source:HGNC Symbol;Acc:HGNC:4853],"['NF-kappaB binding', 'histone deacetylase binding', 'NAD-dependent histone deacetylase activity (H3-K14 specific)', 'promoter-specific chromatin binding', 'RNA binding', 'sequence-specific DNA binding', 'nucleosomal DNA binding', 'RNA polymerase II repressing transcription factor binding', 'heat shock protein binding']",0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,3
379,SORBS3,sorbin and SH3 domain containing 3 [Source:HGNC Symbol;Acc:HGNC:30907],"['structural constituent of cytoskeleton', 'transcription factor binding', 'vinculin binding']",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2
380,NEO1,neogenin 1 [Source:HGNC Symbol;Acc:HGNC:7754],"['signaling receptor activity', 'co-receptor binding']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
381,CD4,CD4 molecule [Source:HGNC Symbol;Acc:HGNC:1678],"['coreceptor activity', 'virus receptor activity', 'immunoglobulin binding', 'interleukin-16 receptor activity', 'interleukin-16 binding', 'protein tyrosine kinase binding', 'MHC class II protein binding', 'extracellular matrix structural constituent', 'protein homodimerization activity', 'zinc ion binding']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
382,CORO1C,coronin 1C [Source:HGNC Symbol;Acc:HGNC:2254],"['actin filament binding', 'small GTPase binding']",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2
384,CELF2,CUGBP Elav-like family member 2 [Source:HGNC Symbol;Acc:HGNC:2550],"[""mRNA 3'-UTR binding"", 'pre-mRNA binding']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
385,LETMD1,LETM1 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24241],"['protein binding', 'ribosome binding']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
386,DIAPH3,diaphanous related formin 3 [Source:HGNC Symbol;Acc:HGNC:15480],"['cadherin binding', 'small GTPase binding', 'actin binding']",0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3
387,HNRNPL,heterogeneous nuclear ribonucleoprotein L [Source:HGNC Symbol;Acc:HGNC:5045],"['transcription regulatory region sequence-specific DNA binding', 'pre-mRNA intronic binding', 'protein binding', 'mRNA binding']",0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,3
388,ZDHHC17,zinc finger DHHC-type palmitoyltransferase 17 [Source:HGNC Symbol;Acc:HGNC:18412],"['magnesium ion transmembrane transporter activity', 'protein-cysteine S-palmitoyltransferase activity', 'identical protein binding', 'signaling receptor binding']",1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3
389,CDC27,cell division cycle 27 [Source:HGNC Symbol;Acc:HGNC:1728],['protein phosphatase binding'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
390,ZC3H15,zinc finger CCCH-type containing 15 [Source:HGNC Symbol;Acc:HGNC:29528],"['cadherin binding', 'RNA binding', 'metal ion binding']",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2
391,SFPQ,splicing factor proline and glutamine rich [Source:HGNC Symbol;Acc:HGNC:10774],"['histone deacetylase binding', 'RNA binding', 'E-box binding', 'chromatin binding', 'protein homodimerization activity']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2
392,TP53BP1,tumor protein p53 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:11999],"['transcription coregulator activity', 'ubiquitin modification-dependent histone binding', 'damaged DNA binding', 'RNA polymerase II activating transcription factor binding', 'telomeric DNA binding', 'methylated histone binding', 'p53 binding']",0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,4
394,ATXN3,ataxin 3 [Source:HGNC Symbol;Acc:HGNC:7106],"['ATPase binding', 'thiol-dependent ubiquitin-specific protease activity', 'ubiquitin protein ligase binding', 'cysteine-type peptidase activity', 'Lys48-specific deubiquitinase activity', 'Lys63-specific deubiquitinase activity']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
396,RALBP1,ralA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9841],"['GTPase activator activity', 'xenobiotic transmembrane transporter activity', 'small GTPase binding', 'ATPase-coupled transmembrane transporter activity']",0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,3
397,RAB5C,"RAB5C, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9785]","['GTPase activity', 'GTP binding', 'GDP binding', 'protein binding']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
398,KAT2B,lysine acetyltransferase 2B [Source:HGNC Symbol;Acc:HGNC:8638],"['diamine N-acetyltransferase activity', 'histone deacetylase binding', 'histone acetyltransferase activity', 'cyclin-dependent protein serine/threonine kinase inhibitor activity', 'transcription coactivator activity', 'lysine N-acetyltransferase activity, acting on acetyl phosphate as donor', 'transcription factor binding', 'protein kinase binding', 'RNA polymerase II transcription regulatory region sequence-specific DNA binding', 'chromatin binding']",0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,5
399,RNF4,ring finger protein 4 [Source:HGNC Symbol;Acc:HGNC:10067],"['SUMO polymer binding', 'DNA binding', 'transcription factor binding', 'ubiquitin-protein transferase activity', 'zinc ion binding', 'nucleosome binding', 'identical protein binding', 'nuclear receptor coactivator activity']",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3
400,ARAP1,"ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1 [Source:HGNC Symbol;Acc:HGNC:16925]","['GTPase activator activity', 'phosphatidylinositol-3,4,5-trisphosphate binding', 'metal ion binding', 'type 1 angiotensin receptor binding']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
401,CUL4B,cullin 4B [Source:HGNC Symbol;Acc:HGNC:2555],"['ubiquitin protein ligase binding', 'ubiquitin-protein transferase activity', 'damaged DNA binding']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2
402,CX3CL1,C-X3-C motif chemokine ligand 1 [Source:HGNC Symbol;Acc:HGNC:10647],"['chemoattractant activity', 'CXCR1 chemokine receptor binding', 'chemokine activity', 'CX3C chemokine receptor binding', 'CCR chemokine receptor binding', 'integrin binding']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
403,TAF1,TATA-box binding protein associated factor 1 [Source:HGNC Symbol;Acc:HGNC:11535],"['RNA polymerase I general transcription initiation factor activity', 'transcription regulator inhibitor activity', 'histone acetyltransferase activity', 'protein threonine kinase activity', 'ubiquitin conjugating enzyme activity', 'RNA polymerase II core promoter sequence-specific DNA binding', 'protein serine kinase activity', 'ATP binding', 'RNA polymerase II general transcription initiation factor activity', 'protein heterodimerization activity', 'H3K27me3 modified histone binding', 'lysine-acetylated histone binding', 'p53 binding', 'nuclear hormone receptor binding', 'TBP-class protein binding']",1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,7
404,SARM1,sterile alpha and TIR motif containing 1 [Source:HGNC Symbol;Acc:HGNC:17074],"['NAD(P)+ nucleosidase activity', 'NAD+ nucleotidase, cyclic ADP-ribose generating', 'protein binding', 'signaling adaptor activity']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
405,PLD3,phospholipase D family member 3 [Source:HGNC Symbol;Acc:HGNC:17158],"['phospholipase D activity', ""single-stranded DNA 5'-3' exodeoxyribonuclease activity"", 'protein binding']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
406,PSMA3,proteasome 20S subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:9532],"['ubiquitin protein ligase binding', 'endopeptidase activity']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
407,RIT2,Ras like without CAAX 2 [Source:HGNC Symbol;Acc:HGNC:10017],"['GTPase activity', 'calmodulin binding', 'GDP binding', 'semaphorin receptor binding', 'GTP binding', 'chromatin binding']",1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,4
409,CALR,calreticulin [Source:HGNC Symbol;Acc:HGNC:1455],"['ubiquitin protein ligase binding', 'mRNA binding', 'peptide binding', 'calcium ion binding', 'DNA binding', 'iron ion binding', 'unfolded protein binding', 'protein folding chaperone', 'zinc ion binding', 'chaperone binding', 'complement component C1q complex binding', 'carbohydrate binding', 'androgen receptor binding', 'hormone binding', 'integrin binding']",1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,6
411,SF1,splicing factor 1 [Source:HGNC Symbol;Acc:HGNC:12950],"['mRNA binding', 'transcription corepressor activity', 'pre-mRNA branch point binding', 'identical protein binding', 'zinc ion binding']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2
412,KPNA6,karyopherin subunit alpha 6 [Source:HGNC Symbol;Acc:HGNC:6399],"['nuclear import signal receptor activity', 'nuclear localization sequence binding', 'protein binding']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
413,AGO4,argonaute RISC component 4 [Source:HGNC Symbol;Acc:HGNC:18424],"['miRNA binding', 'double-stranded RNA binding', 'protein binding', 'single-stranded RNA binding']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
414,SMC3,structural maintenance of chromosomes 3 [Source:HGNC Symbol;Acc:HGNC:2468],"['dynein complex binding', 'ATP binding', 'beta-tubulin binding', 'protein heterodimerization activity', 'mediator complex binding', 'chromatin binding', 'microtubule motor activity']",0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,4
415,MAVS,mitochondrial antiviral signaling protein [Source:HGNC Symbol;Acc:HGNC:29233],"['protein kinase binding', 'CARD domain binding', 'signaling adaptor activity']",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2
416,GFAP,glial fibrillary acidic protein [Source:HGNC Symbol;Acc:HGNC:4235],"['structural constituent of cytoskeleton', 'identical protein binding']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
417,HDAC4,histone deacetylase 4 [Source:HGNC Symbol;Acc:HGNC:14063],"['RNA polymerase II cis-regulatory region sequence-specific DNA binding', 'histone deacetylase binding', 'transcription corepressor activity', 'NAD-dependent histone deacetylase activity (H3-K14 specific)', 'RNA polymerase II transcription factor binding', 'SUMO transferase activity', 'potassium ion binding', 'activating transcription factor binding', 'promoter-specific chromatin binding', 'protein kinase binding', 'repressing transcription factor binding', 'identical protein binding', 'zinc ion binding']",0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,4
420,TTC28,tetratricopeptide repeat domain 28 [Source:HGNC Symbol;Acc:HGNC:29179],['kinase binding'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
422,HNRNPA0,heterogeneous nuclear ribonucleoprotein A0 [Source:HGNC Symbol;Acc:HGNC:5030],"['protein kinase binding', ""mRNA 3'-UTR AU-rich region binding""]",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2
423,MLH1,mutL homolog 1 [Source:HGNC Symbol;Acc:HGNC:7127],"['single-stranded DNA binding', 'ATP binding', 'ATPase activity', 'enzyme binding', 'guanine/thymine mispair binding', 'MutSalpha complex binding', 'chromatin binding']",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2
424,PPIA,peptidylprolyl isomerase A [Source:HGNC Symbol;Acc:HGNC:9253],"['virion binding', 'cyclosporin A binding', 'RNA binding', 'unfolded protein binding', 'heparan sulfate binding', 'peptidyl-prolyl cis-trans isomerase activity', 'integrin binding']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
425,KDM4C,lysine demethylase 4C [Source:HGNC Symbol;Acc:HGNC:17071],"['histone demethylase activity (H3-K36 specific)', 'enzyme binding', 'histone demethylase activity (H3-K9 specific)', 'androgen receptor binding', 'chromatin binding', 'zinc ion binding']",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
427,FAF2,Fas associated factor family member 2 [Source:HGNC Symbol;Acc:HGNC:24666],"['lipase inhibitor activity', 'ubiquitin protein ligase binding', 'lipase binding', 'ubiquitin binding']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
428,LGALS1,galectin 1 [Source:HGNC Symbol;Acc:HGNC:6561],"['lactose binding', 'laminin binding', 'RNA binding', 'identical protein binding']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
429,SRSF1,serine and arginine rich splicing factor 1 [Source:HGNC Symbol;Acc:HGNC:10780],"['DNA topoisomerase binding', 'mRNA binding']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2
430,GAB2,GRB2 associated binding protein 2 [Source:HGNC Symbol;Acc:HGNC:14458],"['phosphatidylinositol-3,4-bisphosphate binding', 'phosphatidylinositol-3,4,5-trisphosphate binding', 'transmembrane receptor protein tyrosine kinase adaptor activity']",1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,4
431,RALY,RALY heterogeneous nuclear ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:15921],"['transcription coregulator activity', 'RNA binding', 'protein binding']",0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,3
434,SLC30A9,solute carrier family 30 member 9 [Source:HGNC Symbol;Acc:HGNC:1329],"['chromatin binding', 'cation transmembrane transporter activity', 'nuclear receptor binding', 'nuclear receptor coactivator activity']",1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,4
435,SLC1A3,solute carrier family 1 member 3 [Source:HGNC Symbol;Acc:HGNC:10941],"['high-affinity glutamate transmembrane transporter activity', 'metal ion binding', 'protein binding', 'glutamate binding']",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2
436,EHD3,EH domain containing 3 [Source:HGNC Symbol;Acc:HGNC:3244],"['nucleic acid binding', 'protein binding', 'calcium ion binding', 'ATP binding', 'GTP binding']",0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,3
437,ACADVL,acyl-CoA dehydrogenase very long chain [Source:HGNC Symbol;Acc:HGNC:92],"['flavin adenine dinucleotide binding', 'identical protein binding', 'fatty-acyl-CoA binding', 'very-long-chain-acyl-CoA dehydrogenase activity']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
438,GSTP1,glutathione S-transferase pi 1 [Source:HGNC Symbol;Acc:HGNC:4638],"['glutathione peroxidase activity', 'fatty acid binding', 'glutathione transferase activity', 'nitric oxide binding', 'glutathione binding', 'kinase regulator activity', 'JUN kinase binding', 'drug binding', 'S-nitrosoglutathione binding', 'dinitrosyl-iron complex binding']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2
439,TSPYL1,TSPY like 1 [Source:HGNC Symbol;Acc:HGNC:12382],"['enzyme binding', 'chromatin binding', 'histone binding']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
440,LDHA,lactate dehydrogenase A [Source:HGNC Symbol;Acc:HGNC:6535],"['NAD binding', 'kinase binding', 'cadherin binding', 'L-lactate dehydrogenase activity', 'identical protein binding']",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2
442,SLIT2,slit guidance ligand 2 [Source:HGNC Symbol;Acc:HGNC:11086],"['calcium ion binding', 'laminin-1 binding', 'GTPase inhibitor activity', 'proteoglycan binding', 'Roundabout binding', 'heparin binding', 'protein homodimerization activity']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2
443,FSD1,fibronectin type III and SPRY domain containing 1 [Source:HGNC Symbol;Acc:HGNC:13745],"['microtubule binding', 'identical protein binding']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
445,RAP1A,"RAP1A, member of RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9855]","['protein-containing complex binding', 'guanyl-nucleotide exchange factor activity', 'protein binding', 'GTPase activity', 'GDP binding', 'GTP binding']",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2
449,PABPC4,poly(A) binding protein cytoplasmic 4 [Source:HGNC Symbol;Acc:HGNC:8557],"[""mRNA 3'-UTR binding"", 'poly(U) RNA binding', 'poly(A) binding', 'protein binding']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
450,P4HB,prolyl 4-hydroxylase subunit beta [Source:HGNC Symbol;Acc:HGNC:8548],"['procollagen-proline 4-dioxygenase activity', 'thiol oxidase activity', 'RNA binding', 'actin binding', 'protein disulfide isomerase activity', 'enzyme binding', 'protein heterodimerization activity', 'peptide disulfide oxidoreductase activity', 'integrin binding']",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2
452,LANCL1,LanC like 1 [Source:HGNC Symbol;Acc:HGNC:6508],"['G protein-coupled receptor activity', 'SH3 domain binding', 'glutathione transferase activity', 'glutathione binding', 'low-density lipoprotein particle receptor binding', 'zinc ion binding']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
454,SPG7,"SPG7 matrix AAA peptidase subunit, paraplegin [Source:HGNC Symbol;Acc:HGNC:11237]","['ATP binding', 'unfolded protein binding', 'metalloendopeptidase activity', 'ATP-dependent peptidase activity', 'zinc ion binding']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
455,CPSF3,cleavage and polyadenylation specific factor 3 [Source:HGNC Symbol;Acc:HGNC:2326],"['protein binding', 'endoribonuclease activity', 'RNA binding', ""5'-3' exonuclease activity"", 'metal ion binding']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
458,MORF4L1,mortality factor 4 like 1 [Source:HGNC Symbol;Acc:HGNC:16989],"['chromatin binding', 'protein N-terminus binding']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
459,STMN3,stathmin 3 [Source:HGNC Symbol;Acc:HGNC:15926],"['tubulin binding', 'protein domain specific binding']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
460,MDFI,MyoD family inhibitor [Source:HGNC Symbol;Acc:HGNC:6967],"['transcription factor binding', 'identical protein binding', 'transcription regulator inhibitor activity']",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
461,POT1,protection of telomeres 1 [Source:HGNC Symbol;Acc:HGNC:17284],"['G-rich single-stranded DNA binding', 'telomerase inhibitor activity', 'G-rich strand telomeric DNA binding', ""8-hydroxy-2'-deoxyguanosine DNA binding"", 'DEAD/H-box RNA helicase binding', 'telomeric D-loop binding']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2
463,SMC1A,structural maintenance of chromosomes 1A [Source:HGNC Symbol;Acc:HGNC:11111],"['RNA binding', 'ATP binding', 'protein heterodimerization activity', 'mediator complex binding', 'chromatin binding']",0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,3
464,AHCYL1,adenosylhomocysteinase like 1 [Source:HGNC Symbol;Acc:HGNC:344],"['RNA binding', 'identical protein binding']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
465,TP63,tumor protein p63 [Source:HGNC Symbol;Acc:HGNC:15979],"['DNA-binding transcription activator activity, RNA polymerase II-specific', 'RNA polymerase II cis-regulatory region sequence-specific DNA binding', 'damaged DNA binding', 'WW domain binding', 'MDM2/MDM4 family protein binding', 'metal ion binding', 'chromatin binding', 'p53 binding', 'identical protein binding']",0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,3
466,NISCH,nischarin [Source:HGNC Symbol;Acc:HGNC:18006],"['protein kinase binding', 'phosphatidylinositol binding', 'identical protein binding', 'integrin binding']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
467,PCCA,propionyl-CoA carboxylase subunit alpha [Source:HGNC Symbol;Acc:HGNC:8653],"['ATP binding', 'biotin binding', 'enzyme binding', 'metal ion binding', 'propionyl-CoA carboxylase activity']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
468,HDAC7,histone deacetylase 7 [Source:HGNC Symbol;Acc:HGNC:14067],"['transcription corepressor activity', 'NAD-dependent histone deacetylase activity (H3-K14 specific)', '14-3-3 protein binding', 'activating transcription factor binding', 'protein kinase C binding', 'metal ion binding', 'repressing transcription factor binding', 'chromatin binding']",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2
469,FHL2,four and a half LIM domains 2 [Source:HGNC Symbol;Acc:HGNC:3703],"['bHLH transcription factor binding', 'metal ion binding', 'identical protein binding', 'transcription corepressor activity']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
470,CCT2,chaperonin containing TCP1 subunit 2 [Source:HGNC Symbol;Acc:HGNC:1615],"['ATP binding', 'unfolded protein binding', 'ubiquitin protein ligase binding', 'protein folding chaperone']",0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,3
471,GAP43,growth associated protein 43 [Source:HGNC Symbol;Acc:HGNC:4140],"['calmodulin binding', 'lysophosphatidic acid binding', 'phosphatidylinositol phosphate binding', 'phosphatidylserine binding']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
472,TCP1,t-complex 1 [Source:HGNC Symbol;Acc:HGNC:11655],"['ATP binding', 'unfolded protein binding', 'ubiquitin protein ligase binding', 'RNA binding']",0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,3
