,genes,description,avg_scores,syngo,syndb,synsysnet,cortex,striatum,fetal,ngn2,Lit Sum,Exp Sum,All Sum,SynSig,Synapse_Status,Synapse Percentile
2621,EXO1,exonuclease 1 [Source:HGNC Symbol;Acc:HGNC:3511],3.9941585744105113,0,0,0,0,0,0,0,0,0,0,no,no,42.79778393351801
868,BLVRB,biliverdin reductase B [Source:HGNC Symbol;Acc:HGNC:1063],3.994154310926476,0,0,0,0,0,0,1,0,1,1,no,no,42.78789077958053
3195,GMDS,"GDP-mannose 4,6-dehydratase [Source:HGNC Symbol;Acc:HGNC:4369]",3.994122176235449,0,0,0,0,0,0,1,0,1,1,no,no,42.777997625643046
7821,SLC4A1,solute carrier family 4 member 1 (Diego blood group) [Source:HGNC Symbol;Acc:HGNC:11027],3.9939800624908037,0,1,1,0,0,0,0,2,0,2,no,no,42.76810447170558
6499,PRKAG1,protein kinase AMP-activated non-catalytic subunit gamma 1 [Source:HGNC Symbol;Acc:HGNC:9385],3.9939106611360256,0,0,0,0,0,0,1,0,1,1,no,no,42.75821131776811
580,ARMC6,armadillo repeat containing 6 [Source:HGNC Symbol;Acc:HGNC:25049],3.9939052981862697,0,0,0,1,1,0,1,0,3,3,no,no,42.74831816383063
4739,MCTS1,MCTS1 re-initiation and release factor [Source:HGNC Symbol;Acc:HGNC:23357],3.9938707792115755,0,0,0,1,0,0,1,0,2,2,no,no,42.738425009893156
3201,GMNN,geminin DNA replication inhibitor [Source:HGNC Symbol;Acc:HGNC:17493],3.9937718046153488,0,0,0,0,0,0,0,0,0,0,no,no,42.72853185595568
5433,NLRX1,NLR family member X1 [Source:HGNC Symbol;Acc:HGNC:29890],3.993669474813539,0,0,0,1,1,0,0,0,2,2,no,no,42.71863870201821
1621,CNPY3,canopy FGF signaling regulator 3 [Source:HGNC Symbol;Acc:HGNC:11968],3.993578011084277,0,0,0,0,0,0,0,0,0,0,no,no,42.70874554808073
8459,TBL2,transducin beta like 2 [Source:HGNC Symbol;Acc:HGNC:11586],3.993534966834944,0,0,0,1,0,0,1,0,2,2,no,no,42.69885239414325
7772,SLC30A6,solute carrier family 30 member 6 [Source:HGNC Symbol;Acc:HGNC:19305],3.993491779018047,0,0,1,0,0,0,0,1,0,1,no,no,42.688959240205776
2756,FBXL19,F-box and leucine rich repeat protein 19 [Source:HGNC Symbol;Acc:HGNC:25300],3.993490466322298,0,0,0,0,0,0,0,0,0,0,no,no,42.6790660862683
29,ABCB7,ATP binding cassette subfamily B member 7 [Source:HGNC Symbol;Acc:HGNC:48],3.9934506938170338,0,0,0,1,0,0,1,0,2,2,no,no,42.66917293233082
7469,SEMA4F,ssemaphorin 4F [Source:HGNC Symbol;Acc:HGNC:10734],3.993447070082937,1,0,0,0,0,0,0,1,0,1,no,no,42.65927977839336
2544,EPHX1,epoxide hydrolase 1 [Source:HGNC Symbol;Acc:HGNC:3401],3.9933583233444536,0,0,0,0,0,1,1,0,2,2,no,no,42.64938662445588
186,ADIPOR1,adiponectin receptor 1 [Source:HGNC Symbol;Acc:HGNC:24040],3.9933570085356735,0,0,0,0,0,0,0,0,0,0,no,no,42.639493470518396
6299,POGK,pogo transposable element derived with KRAB domain [Source:HGNC Symbol;Acc:HGNC:18800],3.9932569031895055,0,0,0,0,0,0,0,0,0,0,no,no,42.62960031658093
669,ATG4D,autophagy related 4D cysteine peptidase [Source:HGNC Symbol;Acc:HGNC:20789],3.993226494232004,0,0,0,0,0,0,0,0,0,0,no,no,42.61970716264345
1085,CASS4,Cas scaffold protein family member 4 [Source:HGNC Symbol;Acc:HGNC:15878],3.9931563755220245,0,0,0,0,0,0,0,0,0,0,no,no,42.60981400870598
2717,FAM98B,family with sequence similarity 98 member B [Source:HGNC Symbol;Acc:HGNC:26773],3.9930863152876683,0,0,0,1,0,0,1,0,2,2,no,no,42.5999208547685
4825,MFSD5,major facilitator superfamily domain containing 5 [Source:HGNC Symbol;Acc:HGNC:28156],3.9930233263784887,0,0,0,0,0,0,0,0,0,0,no,no,42.59002770083102
6567,PRSS23,serine protease 23 [Source:HGNC Symbol;Acc:HGNC:14370],3.993016169346977,0,0,0,0,0,0,1,0,1,1,no,no,42.58013454689355
287,ALAD,aminolevulinate dehydratase [Source:HGNC Symbol;Acc:HGNC:395],3.9929991443139214,0,0,0,0,0,0,0,0,0,0,no,no,42.57024139295608
5622,NUP35,nucleoporin 35 [Source:HGNC Symbol;Acc:HGNC:29797],3.9928283506208015,0,0,0,0,0,0,0,0,0,0,no,no,42.5603482390186
7044,RHBDD1,rhomboid domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23081],3.992739352273692,0,0,0,0,0,0,0,0,0,0,no,no,42.55045508508113
8561,TFCP2L1,transcription factor CP2 like 1 [Source:HGNC Symbol;Acc:HGNC:17925],3.9925605137269216,0,0,0,0,0,0,0,0,0,0,no,no,42.54056193114365
8914,TRIM14,tripartite motif containing 14 [Source:HGNC Symbol;Acc:HGNC:16283],3.992532386636868,0,0,0,0,0,0,0,0,0,0,no,no,42.530668777206174
8104,SPTBN5,"spectrin beta, non-erythrocytic 5 [Source:HGNC Symbol;Acc:HGNC:15680]",3.9924256746147995,0,0,0,0,0,0,0,0,0,0,no,no,42.520775623268705
6519,PRKRA,protein activator of interferon induced protein kinase EIF2AK2 [Source:HGNC Symbol;Acc:HGNC:9438],3.992387510257795,0,1,0,1,0,1,1,1,3,4,no,no,42.510882469331214
7745,SLC25A42,solute carrier family 25 member 42 [Source:HGNC Symbol;Acc:HGNC:28380],3.9923664053182613,0,0,0,0,0,0,0,0,0,0,no,no,42.500989315393745
1576,CLPP,caseinolytic mitochondrial matrix peptidase proteolytic subunit [Source:HGNC Symbol;Acc:HGNC:2084],3.9920855710124794,0,0,0,0,0,0,0,0,0,0,no,no,42.49109616145628
10104,ZWINT,ZW10 interacting kinetochore protein [Source:HGNC Symbol;Acc:HGNC:13195],3.9919287942939197,0,1,0,1,0,0,0,1,1,2,no,no,42.48120300751879
536,ARHGAP6,Rho GTPase activating protein 6 [Source:HGNC Symbol;Acc:HGNC:676],3.9916854552536174,0,0,0,0,0,0,0,0,0,0,no,no,42.47130985358133
5288,NDUFA1,NADH:ubiquinone oxidoreductase subunit A1 [Source:HGNC Symbol;Acc:HGNC:7683],3.991681736007839,0,0,0,0,0,0,0,0,0,0,no,no,42.46141669964385
8424,TBC1D10A,TBC1 domain family member 10A [Source:HGNC Symbol;Acc:HGNC:23609],3.991555386296456,0,0,0,1,0,0,0,0,1,1,no,no,42.451523545706365
3554,HLA-DRB1,"major histocompatibility complex, class II, DR beta 1 [Source:HGNC Symbol;Acc:HGNC:4948]",3.991465266963938,0,0,0,0,0,0,0,0,0,0,no,no,42.441630391768896
3977,ITPA,inosine triphosphatase [Source:HGNC Symbol;Acc:HGNC:6176],3.9913935222002976,0,0,0,0,0,0,0,0,0,0,no,no,42.43173723783142
194,ADRA1A,adrenoceptor alpha 1A [Source:HGNC Symbol;Acc:HGNC:277],3.99131079059179,1,0,1,0,0,0,0,2,0,2,no,no,42.42184408389394
8125,SRP54,signal recognition particle 54 [Source:HGNC Symbol;Acc:HGNC:11301],3.991305462868171,0,0,0,1,0,0,1,0,2,2,no,no,42.41195092995647
3884,INTS3,integrator complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:26153],3.9912597041230917,0,0,0,0,0,0,1,0,1,1,no,no,42.40205777601899
7823,SLC4A2,solute carrier family 4 member 2 [Source:HGNC Symbol;Acc:HGNC:11028],3.9911830805378448,0,0,0,0,0,0,0,0,0,0,no,no,42.39216462208152
8334,SYDE1,synapse defective Rho GTPase homolog 1 [Source:HGNC Symbol;Acc:HGNC:25824],3.9911189737847175,1,0,0,0,0,0,0,1,0,1,no,no,42.38227146814405
1336,CDKL2,cyclin dependent kinase like 2 [Source:HGNC Symbol;Acc:HGNC:1782],3.9909044891863217,0,1,0,0,0,0,0,1,0,1,no,no,42.37237831420657
6075,PHF21A,PHD finger protein 21A [Source:HGNC Symbol;Acc:HGNC:24156],3.9908506449548797,0,0,0,0,0,0,0,0,0,0,no,no,42.362485160269095
4499,LRP10,LDL receptor related protein 10 [Source:HGNC Symbol;Acc:HGNC:14553],3.990825368155632,0,0,0,0,0,0,0,0,0,0,no,no,42.35259200633161
8909,TRHR,thyrotropin releasing hormone receptor [Source:HGNC Symbol;Acc:HGNC:12299],3.990820512452588,0,0,0,0,0,0,0,0,0,0,no,no,42.34269885239414
9129,UACA,uveal autoantigen with coiled-coil domains and ankyrin repeats [Source:HGNC Symbol;Acc:HGNC:15947],3.9907378281874597,0,0,0,0,0,0,0,0,0,0,no,no,42.332805698456674
2934,FOXJ3,forkhead box J3 [Source:HGNC Symbol;Acc:HGNC:29178],3.9906855742594614,0,0,0,0,0,0,0,0,0,0,no,no,42.322912544519184
2817,FERMT1,fermitin family member 1 [Source:HGNC Symbol;Acc:HGNC:15889],3.9906730345741366,0,0,0,0,0,0,0,0,0,0,no,no,42.313019390581715
793,BBS2,Bardet-Biedl syndrome 2 [Source:HGNC Symbol;Acc:HGNC:967],3.99064480412718,0,0,0,0,1,0,0,0,1,1,no,no,42.303126236644246
2409,EIF2A,eukaryotic translation initiation factor 2A [Source:HGNC Symbol;Acc:HGNC:3254],3.9904458336414392,0,0,0,1,0,0,1,0,2,2,no,no,42.29323308270678
1169,CCNK,cyclin K [Source:HGNC Symbol;Acc:HGNC:1596],3.9904352802644736,0,0,0,0,0,0,0,0,0,0,no,no,42.283339928769294
5811,PARG,poly(ADP-ribose) glycohydrolase [Source:HGNC Symbol;Acc:HGNC:8605],3.990314655240306,0,0,0,0,0,0,0,0,0,0,no,no,42.27344677483182
9591,ZBTB46,zinc finger and BTB domain containing 46 [Source:HGNC Symbol;Acc:HGNC:16094],3.9902711979243386,0,0,0,0,0,0,0,0,0,0,no,no,42.26355362089434
3759,IFIT2,interferon induced protein with tetratricopeptide repeats 2 [Source:HGNC Symbol;Acc:HGNC:5409],3.9901443053115697,0,0,0,0,0,0,0,0,0,0,no,no,42.253660466956866
3954,ITGA7,integrin subunit alpha 7 [Source:HGNC Symbol;Acc:HGNC:6143],3.9900394898369513,0,0,0,0,0,0,0,0,0,0,no,no,42.24376731301939
8553,TFAM,"transcription factor A, mitochondrial [Source:HGNC Symbol;Acc:HGNC:11741]",3.989987225092305,0,1,0,1,0,1,1,1,3,4,no,no,42.23387415908192
1988,DCUN1D2,defective in cullin neddylation 1 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:20328],3.98998608106849,0,0,0,0,0,0,0,0,0,0,no,no,42.22398100514444
7428,SDCCAG8,SHH signaling and ciliogenesis regulator SDCCAG8 [Source:HGNC Symbol;Acc:HGNC:10671],3.9898992560427113,0,0,0,0,0,0,0,0,0,0,no,no,42.21408785120696
2567,ERCC6L2,ERCC excision repair 6 like 2 [Source:HGNC Symbol;Acc:HGNC:26922],3.9898732275874953,0,0,0,0,0,0,0,0,0,0,no,no,42.20419469726949
4905,MMP9,matrix metallopeptidase 9 [Source:HGNC Symbol;Acc:HGNC:7176],3.9898662807514547,0,0,0,0,0,0,0,0,0,0,no,no,42.194301543332024
5026,MSLN,mesothelin [Source:HGNC Symbol;Acc:HGNC:7371],3.9897673815118586,0,0,0,0,0,0,0,0,0,0,no,no,42.18440838939454
3869,INO80B,INO80 complex subunit B [Source:HGNC Symbol;Acc:HGNC:13324],3.989703853130879,0,0,0,0,0,0,0,0,0,0,no,no,42.174515235457065
9991,ZNF687,zinc finger protein 687 [Source:HGNC Symbol;Acc:HGNC:29277],3.98958745737953,0,0,0,0,0,0,0,0,0,0,no,no,42.164622081519596
5525,NR0B2,nuclear receptor subfamily 0 group B member 2 [Source:HGNC Symbol;Acc:HGNC:7961],3.989568165583121,0,0,0,0,0,0,0,0,0,0,no,no,42.15472892758211
8729,TMEM63A,transmembrane protein 63A [Source:HGNC Symbol;Acc:HGNC:29118],3.9895286733150632,0,0,0,0,0,0,0,0,0,0,no,no,42.144835773644644
9998,ZNF696,zinc finger protein 696 [Source:HGNC Symbol;Acc:HGNC:25872],3.989512569980256,0,0,0,0,0,0,0,0,0,0,no,no,42.134942619707154
993,CABIN1,calcineurin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:24187],3.9894367053653808,0,0,0,0,0,0,0,0,0,0,no,no,42.125049465769685
4094,KDF1,keratinocyte differentiation factor 1 [Source:HGNC Symbol;Acc:HGNC:26624],3.989425757017127,0,0,0,0,0,0,0,0,0,0,no,no,42.11515631183221
453,API5,apoptosis inhibitor 5 [Source:HGNC Symbol;Acc:HGNC:594],3.989409767467517,0,0,0,0,0,0,1,0,1,1,no,no,42.10526315789474
5940,PDE10A,phosphodiesterase 10A [Source:HGNC Symbol;Acc:HGNC:8772],3.9892861092214655,0,1,0,0,1,0,1,1,2,3,no,no,42.095370003957264
3389,GTF2B,general transcription factor IIB [Source:HGNC Symbol;Acc:HGNC:4648],3.989078049789792,0,0,0,0,0,0,0,0,0,0,no,no,42.08547685001979
9434,WDR13,WD repeat domain 13 [Source:HGNC Symbol;Acc:HGNC:14352],3.988933967960937,0,0,0,1,0,0,1,0,2,2,no,no,42.07558369608231
9559,ZADH2,zinc binding alcohol dehydrogenase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28697],3.9888021600149615,0,0,0,0,0,0,0,0,0,0,no,no,42.06569054214484
20,ABCA5,ATP binding cassette subfamily A member 5 [Source:HGNC Symbol;Acc:HGNC:35],3.9887561516072303,0,0,0,0,0,0,0,0,0,0,no,no,42.05579738820736
8783,TNFSF13B,TNF superfamily member 13b [Source:HGNC Symbol;Acc:HGNC:11929],3.9885784021748463,0,0,0,0,0,0,0,0,0,0,no,no,42.04590423426989
9688,ZKSCAN2,zinc finger with KRAB and SCAN domains 2 [Source:HGNC Symbol;Acc:HGNC:25677],3.9885469377281386,0,0,0,0,0,0,0,0,0,0,no,no,42.03601108033241
4007,JOSD1,Josephin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28953],3.988513438607849,0,0,0,0,0,0,0,0,0,0,no,no,42.02611792639493
5151,MYO1A,myosin IA [Source:HGNC Symbol;Acc:HGNC:7595],3.9884665210429087,0,0,0,0,0,0,0,0,0,0,no,no,42.01622477245746
7849,SLC9A2,solute carrier family 9 member A2 [Source:HGNC Symbol;Acc:HGNC:11072],3.988466266140175,0,0,0,0,0,0,0,0,0,0,no,no,42.006331618519994
2132,DMAP1,DNA methyltransferase 1 associated protein 1 [Source:HGNC Symbol;Acc:HGNC:18291],3.9883851920199342,0,0,0,0,0,0,0,0,0,0,no,no,41.99643846458251
6268,PMM1,phosphomannomutase 1 [Source:HGNC Symbol;Acc:HGNC:9114],3.988230331481939,0,0,0,1,1,0,0,0,2,2,no,no,41.986545310645035
9458,WDR61,WD repeat domain 61 [Source:HGNC Symbol;Acc:HGNC:30300],3.988152552160457,0,0,0,0,0,0,1,0,1,1,no,no,41.976652156707566
2278,DTD1,D-aminoacyl-tRNA deacylase 1 [Source:HGNC Symbol;Acc:HGNC:16219],3.988098782294754,0,0,0,1,0,0,1,0,2,2,no,no,41.966759002770075
882,BNC2,basonuclin 2 [Source:HGNC Symbol;Acc:HGNC:30988],3.9880018553490304,0,0,0,0,0,0,0,0,0,0,no,no,41.95686584883261
332,ALPK3,alpha kinase 3 [Source:HGNC Symbol;Acc:HGNC:17574],3.9879742484341714,0,0,0,0,0,0,0,0,0,0,no,no,41.94697269489513
8906,TRDN,triadin [Source:HGNC Symbol;Acc:HGNC:12261],3.9877880993990944,0,0,0,0,0,0,0,0,0,0,no,no,41.93707954095765
6433,PPP1R3D,protein phosphatase 1 regulatory subunit 3D [Source:HGNC Symbol;Acc:HGNC:9294],3.987749790498343,0,0,0,0,0,0,0,0,0,0,no,no,41.927186387020186
7307,RYR2,ryanodine receptor 2 [Source:HGNC Symbol;Acc:HGNC:10484],3.987617449414786,0,1,1,1,1,0,0,2,2,4,no,no,41.91729323308271
1484,CHST3,carbohydrate sulfotransferase 3 [Source:HGNC Symbol;Acc:HGNC:1971],3.9876061011765978,0,0,0,0,0,0,0,0,0,0,no,no,41.907400079145226
8349,SYNPO2,synaptopodin 2 [Source:HGNC Symbol;Acc:HGNC:17732],3.987572509356256,0,0,0,0,0,0,0,0,0,0,no,no,41.89750692520776
361,ANAPC4,anaphase promoting complex subunit 4 [Source:HGNC Symbol;Acc:HGNC:19990],3.987440782606998,0,0,0,0,0,0,0,0,0,0,no,no,41.88761377127028
8762,TNFAIP2,TNF alpha induced protein 2 [Source:HGNC Symbol;Acc:HGNC:11895],3.9872616624826978,0,0,0,0,0,0,0,0,0,0,no,no,41.87772061733281
6523,PRLHR,prolactin releasing hormone receptor [Source:HGNC Symbol;Acc:HGNC:4464],3.987096954894158,0,0,0,0,0,0,0,0,0,0,no,no,41.86782746339533
5576,NT5E,5'-nucleotidase ecto [Source:HGNC Symbol;Acc:HGNC:8021],3.986962644021375,0,1,0,1,1,0,0,1,2,3,no,no,41.85793430945785
8216,STIL,STIL centriolar assembly protein [Source:HGNC Symbol;Acc:HGNC:10879],3.9869502958912255,0,0,0,0,0,0,0,0,0,0,no,no,41.848041155520384
8974,TRPC1,transient receptor potential cation channel subfamily C member 1 [Source:HGNC Symbol;Acc:HGNC:12333],3.98692543545094,0,0,0,0,0,0,0,0,0,0,no,no,41.8381480015829
6866,RASA4,RAS p21 protein activator 4 [Source:HGNC Symbol;Acc:HGNC:23181],3.986875994611653,0,0,0,0,0,0,0,0,0,0,no,no,41.82825484764543
2507,ENOX2,ecto-NOX disulfide-thiol exchanger 2 [Source:HGNC Symbol;Acc:HGNC:2259],3.98660816803312,0,0,0,0,0,0,0,0,0,0,no,no,41.81836169370796
4833,MGAT4B,"alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase B [Source:HGNC Symbol;Acc:HGNC:7048]",3.986523214458595,0,0,0,0,0,0,0,0,0,0,no,no,41.80846853977047
2766,FBXO21,F-box protein 21 [Source:HGNC Symbol;Acc:HGNC:13592],3.9864543728575335,0,0,0,0,0,0,1,0,1,1,no,no,41.798575385833004
8853,TPBG,trophoblast glycoprotein [Source:HGNC Symbol;Acc:HGNC:12004],3.9863863498866032,0,0,0,0,0,0,0,0,0,0,no,no,41.788682231895535
9082,TUBE1,tubulin epsilon 1 [Source:HGNC Symbol;Acc:HGNC:20775],3.9863196746712326,0,0,0,0,0,0,0,0,0,0,no,no,41.778789077958045
1662,COL5A1,collagen type V alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2209],3.9862970826259767,0,0,0,0,0,0,0,0,0,0,no,no,41.768895924020576
1454,CHID1,chitinase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28474],3.986266891312532,0,0,0,1,0,0,1,0,2,2,no,no,41.7590027700831
6560,PRRC1,proline rich coiled-coil 1 [Source:HGNC Symbol;Acc:HGNC:28164],3.9861436597112285,0,0,0,0,0,0,0,0,0,0,no,no,41.74910961614562
9157,UBE2J1,ubiquitin conjugating enzyme E2 J1 [Source:HGNC Symbol;Acc:HGNC:17598],3.9857790188911353,0,0,0,1,0,0,0,0,1,1,no,no,41.739216462208155
3092,GCH1,GTP cyclohydrolase 1 [Source:HGNC Symbol;Acc:HGNC:4193],3.985600760024367,0,0,0,0,0,0,0,0,0,0,no,no,41.72932330827068
3772,IFT122,intraflagellar transport 122 [Source:HGNC Symbol;Acc:HGNC:13556],3.985538037634047,0,0,0,0,0,0,0,0,0,0,no,no,41.7194301543332
3543,HIRIP3,HIRA interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:4917],3.985510439098965,0,0,0,0,0,0,0,0,0,0,no,no,41.70953700039573
3512,HEXA,hexosaminidase subunit alpha [Source:HGNC Symbol;Acc:HGNC:4878],3.9853939933498497,0,0,0,1,0,0,0,0,1,1,no,no,41.69964384645825
1524,CLCN2,chloride voltage-gated channel 2 [Source:HGNC Symbol;Acc:HGNC:2020],3.985347775672183,0,0,0,0,0,0,0,0,0,0,no,no,41.689750692520775
1101,CBR3,carbonyl reductase 3 [Source:HGNC Symbol;Acc:HGNC:1549],3.9853379071103143,0,0,0,1,0,0,0,0,1,1,no,no,41.6798575385833
790,BBOX1,gamma-butyrobetaine hydroxylase 1 [Source:HGNC Symbol;Acc:HGNC:964],3.9853188034412437,0,0,0,0,0,0,0,0,0,0,no,no,41.66996438464582
1515,CKS1B,CDC28 protein kinase regulatory subunit 1B [Source:HGNC Symbol;Acc:HGNC:19083],3.9853185237877486,0,0,0,0,0,0,0,0,0,0,no,no,41.660071230708354
4196,KLF9,Kruppel like factor 9 [Source:HGNC Symbol;Acc:HGNC:1123],3.9849235016576583,0,0,0,0,0,0,0,0,0,0,no,no,41.650178076770885
7328,SACM1L,SAC1 like phosphatidylinositide phosphatase [Source:HGNC Symbol;Acc:HGNC:17059],3.9844890297211264,0,1,0,1,0,0,1,1,2,3,no,no,41.6402849228334
3887,INTS6,integrator complex subunit 6 [Source:HGNC Symbol;Acc:HGNC:14879],3.9844886753854816,0,0,0,0,0,0,0,0,0,0,no,no,41.63039176889593
3443,HAS1,hyaluronan synthase 1 [Source:HGNC Symbol;Acc:HGNC:4818],3.9844072704815416,0,0,0,0,0,0,0,0,0,0,no,no,41.62049861495845
8813,TOB1,"transducer of ERBB2, 1 [Source:HGNC Symbol;Acc:HGNC:11979]",3.9843195769439603,0,0,0,0,0,0,0,0,0,0,no,no,41.610605461020974
6751,RAB23,"RAB23, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:14263]",3.984243246528085,0,0,0,1,0,0,1,0,2,2,no,no,41.600712307083505
943,BTN2A1,butyrophilin subfamily 2 member A1 [Source:HGNC Symbol;Acc:HGNC:1136],3.984207949078595,0,0,0,0,0,0,1,0,1,1,no,no,41.59081915314602
8115,SRF,serum response factor [Source:HGNC Symbol;Acc:HGNC:11291],3.9841885631919673,0,0,0,0,0,0,0,0,0,0,no,no,41.580925999208546
9385,VPS29,VPS29 retromer complex component [Source:HGNC Symbol;Acc:HGNC:14340],3.9841488389560182,0,1,0,1,0,1,1,1,3,4,no,no,41.57103284527107
8058,SPCS1,signal peptidase complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:23401],3.984141018608119,0,0,0,0,0,0,0,0,0,0,no,no,41.5611396913336
7061,RHOG,ras homolog family member G [Source:HGNC Symbol;Acc:HGNC:672],3.9841341575216704,0,1,0,1,1,0,0,1,2,3,no,no,41.55124653739613
8183,STAB2,stabilin 2 [Source:HGNC Symbol;Acc:HGNC:18629],3.9840196631917237,0,0,0,0,0,0,0,0,0,0,no,no,41.54135338345865
6905,RBM12,RNA binding motif protein 12 [Source:HGNC Symbol;Acc:HGNC:9898],3.9839982780106618,0,0,0,1,0,0,1,0,2,2,no,no,41.53146022952117
1405,CEP97,centrosomal protein 97 [Source:HGNC Symbol;Acc:HGNC:26244],3.9839430256080193,0,0,0,0,0,0,1,0,1,1,no,no,41.521567075583704
8287,SULT1A1,sulfotransferase family 1A member 1 [Source:HGNC Symbol;Acc:HGNC:11453],3.983872964968327,0,0,0,0,0,0,0,0,0,0,no,no,41.51167392164622
5699,ORC2,origin recognition complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:8488],3.98377364513446,0,0,0,0,0,0,0,0,0,0,no,no,41.50178076770874
2609,ETV4,ETS variant transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:3493],3.9837346485734337,0,0,0,0,0,0,0,0,0,0,no,no,41.49188761377127
7055,RHOBTB1,Rho related BTB domain containing 1 [Source:HGNC Symbol;Acc:HGNC:18738],3.9836421105588995,0,0,0,0,0,0,0,0,0,0,no,no,41.481994459833786
6146,PIP5K1B,phosphatidylinositol-4-phosphate 5-kinase type 1 beta [Source:HGNC Symbol;Acc:HGNC:8995],3.9835630020120605,0,0,0,0,0,0,0,0,0,0,no,no,41.472101305896324
8573,TGFB2,transforming growth factor beta 2 [Source:HGNC Symbol;Acc:HGNC:11768],3.983550108259635,0,0,0,0,0,0,0,0,0,0,no,no,41.462208151958855
5534,NR2F2,nuclear receptor subfamily 2 group F member 2 [Source:HGNC Symbol;Acc:HGNC:7976],3.98353921880561,0,0,0,0,0,0,0,0,0,0,no,no,41.45231499802137
8194,STAR,steroidogenic acute regulatory protein [Source:HGNC Symbol;Acc:HGNC:11359],3.9834566220349537,0,0,0,0,0,0,0,0,0,0,no,no,41.4424218440839
2747,FBLIM1,filamin binding LIM protein 1 [Source:HGNC Symbol;Acc:HGNC:24686],3.9834027114682784,0,0,0,0,0,0,1,0,1,1,no,no,41.43252869014642
9533,YEATS4,YEATS domain containing 4 [Source:HGNC Symbol;Acc:HGNC:24859],3.983389715039268,0,0,0,0,0,0,0,0,0,0,no,no,41.422635536208944
84,ACBD3,acyl-CoA binding domain containing 3 [Source:HGNC Symbol;Acc:HGNC:15453],3.9832267910228776,0,0,0,0,0,0,1,0,1,1,no,no,41.41274238227147
3295,GPR183,G protein-coupled receptor 183 [Source:HGNC Symbol;Acc:HGNC:3128],3.983224039391233,0,0,0,0,0,0,0,0,0,0,no,no,41.40284922833399
10002,ZNF70,zinc finger protein 70 [Source:HGNC Symbol;Acc:HGNC:13140],3.983217793174495,0,0,0,0,0,0,0,0,0,0,no,no,41.39295607439652
668,ATG4C,autophagy related 4C cysteine peptidase [Source:HGNC Symbol;Acc:HGNC:16040],3.9831718039019135,0,0,0,0,0,0,0,0,0,0,no,no,41.38306292045904
9104,TXLNG,taxilin gamma [Source:HGNC Symbol;Acc:HGNC:18578],3.9831185651851615,0,0,0,0,0,0,0,0,0,0,no,no,41.37316976652157
2282,DTX1,deltex E3 ubiquitin ligase 1 [Source:HGNC Symbol;Acc:HGNC:3060],3.9830963550601552,0,0,0,0,0,0,0,0,0,0,no,no,41.363276612584094
7569,SH2B1,SH2B adaptor protein 1 [Source:HGNC Symbol;Acc:HGNC:30417],3.9830721740366495,0,0,0,1,1,0,0,0,2,2,no,no,41.35338345864662
4785,MEFV,"MEFV innate immuity regulator, pyrin [Source:HGNC Symbol;Acc:HGNC:6998]",3.9826326466436295,0,0,0,0,0,0,0,0,0,0,no,no,41.343490304709135
3411,GTPBP3,"GTP binding protein 3, mitochondrial [Source:HGNC Symbol;Acc:HGNC:14880]",3.982626550915208,0,0,0,0,0,0,0,0,0,0,no,no,41.33359715077167
562,ARID3A,AT-rich interaction domain 3A [Source:HGNC Symbol;Acc:HGNC:3031],3.982557472638585,0,0,0,0,0,0,0,0,0,0,no,no,41.32370399683419
7755,SLC26A8,solute carrier family 26 member 8 [Source:HGNC Symbol;Acc:HGNC:14468],3.982454594364596,0,0,0,0,0,0,0,0,0,0,no,no,41.31381084289672
5340,NEK11,NIMA related kinase 11 [Source:HGNC Symbol;Acc:HGNC:18593],3.9822499227336343,0,0,0,0,0,0,0,0,0,0,no,no,41.30391768895924
1618,CNOT8,CCR4-NOT transcription complex subunit 8 [Source:HGNC Symbol;Acc:HGNC:9207],3.9822429501243897,0,0,0,0,0,0,0,0,0,0,no,no,41.294024535021755
1818,CSTF3,cleavage stimulation factor subunit 3 [Source:HGNC Symbol;Acc:HGNC:2485],3.9822071655626825,0,0,0,0,0,1,1,0,2,2,no,no,41.284131381084286
10016,ZNF740,zinc finger protein 740 [Source:HGNC Symbol;Acc:HGNC:27465],3.9822043685708635,0,0,0,0,0,0,0,0,0,0,no,no,41.274238227146824
9544,YOD1,YOD1 deubiquitinase [Source:HGNC Symbol;Acc:HGNC:25035],3.9821716278270043,0,0,0,0,0,0,0,0,0,0,no,no,41.26434507320934
4433,LIN54,lin-54 DREAM MuvB core complex component [Source:HGNC Symbol;Acc:HGNC:25397],3.982117029098122,0,0,0,0,0,0,0,0,0,0,no,no,41.254451919271865
