Index,Gene,Known Functions,Signaling,Transport,Organization,Metabolism,Development
768,CEP290,"['nucleus', 'identical protein binding', 'otic vesicle formation', 'extracellular region', 'positive regulation of intracellular protein transport', 'gamma-tubulin complex', 'eye photoreceptor cell development', 'ciliary basal body', 'photoreceptor connecting cilium', 'ciliary basal body-plasma membrane docking', 'centriolar satellite', 'pronephros development', 'MKS complex', 'cytosol', 'regulation of G2/M transition of mitotic cell cycle', 'centriole', 'specific granule lumen', 'membrane', 'hindbrain development', 'positive regulation of transcription, DNA-templated', 'neutrophil degranulation']",0,1,0,2,1
769,SIGMAR1,"['lipid transport', 'growth cone', 'nuclear outer membrane', 'endoplasmic reticulum membrane', 'protein homotrimerization', 'integral component of plasma membrane', 'nuclear inner membrane', 'postsynaptic membrane', 'lipid droplet', 'opioid receptor activity', 'opioid receptor signaling pathway', 'drug binding', 'regulation of neuron apoptotic process', 'cell death in response to hydrogen peroxide', 'cytoplasmic vesicle', 'nervous system development', 'cell junction', 'postsynaptic density']",2,1,1,2,2
770,CREBBP,"['transcription coactivator activity', 'homeostatic process', 'nuclear chromatin', 'histone acetyltransferase complex', 'histone acetyltransferase activity', 'regulation of cellular response to heat', 'protein destabilization', 'regulation of transcription from RNA polymerase II promoter in response to hypoxia', 'histone acetylation', 'negative regulation of transcription by RNA polymerase II', 'cellular response to UV', 'p53 binding', 'N-terminal peptidyl-lysine acetylation', 'regulation of lipid metabolic process', 'damaged DNA binding', 'regulation of apoptotic process', 'cytoplasm', 'transcription initiation from RNA polymerase II promoter', 'positive regulation of Notch signaling pathway', 'rhythmic process', 'proximal promoter sequence-specific DNA binding', 'stimulatory C-type lectin receptor signaling pathway', 'regulation of smoothened signaling pathway', 'positive regulation of transcription of Notch receptor target', 'embryonic digit morphogenesis', 'regulation of myeloid cell differentiation', 'transcription corepressor activity', 'zinc ion binding', 'positive regulation of type I interferon production', 'RNA polymerase II transcription factor binding', 'nuclear body', 'RNA polymerase II activating transcription factor binding', 'viral process', 'chromatin binding', 'beta-catenin-TCF complex assembly', 'positive regulation of transforming growth factor beta receptor signaling pathway', 'MRF binding']",2,0,1,3,2
771,CPS1,"['cellular response to ammonia', 'mitochondrial inner membrane', 'cellular response to cAMP', 'protein-containing complex binding', 'triglyceride catabolic process', 'endopeptidase activity', 'protein-containing complex', 'anion homeostasis', 'proteolysis', 'response to growth hormone', 'nucleolus', ""'de novo' pyrimidine nucleobase biosynthetic process"", 'vasodilation', 'response to dexamethasone', 'response to zinc ion', 'cellular response to glucagon stimulus', 'glutamate binding', 'response to food', 'cellular response to oleic acid', 'protein binding', 'response to amino acid', 'cellular response to fibroblast growth factor stimulus', 'response to lipopolysaccharide', 'carbamoyl-phosphate synthase (ammonia) activity', 'glutamine metabolic process', 'arginine biosynthetic process', 'calcium ion binding', 'modified amino acid binding', 'phospholipid binding', 'response to starvation', 'homocysteine metabolic process', 'response to amine', 'citrulline biosynthetic process', 'nitric oxide metabolic process', 'midgut development', 'urea cycle', 'carbamoyl phosphate biosynthetic process', 'mitochondrial nucleoid', 'carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity', 'hepatocyte differentiation', 'ATP binding']",2,0,0,5,2
772,PCDH9,"['growth cone', 'integral component of plasma membrane', 'cell-cell contact zone', 'calcium ion binding', 'homophilic cell adhesion via plasma membrane adhesion molecules']",1,0,1,1,1
773,KIR3DL1,"['integral component of plasma membrane', 'regulation of immune response', 'HLA-B specific inhibitory MHC class I receptor activity', 'protein binding', 'natural killer cell mediated cytotoxicity']",1,0,0,1,0
774,MAST4,"['cytoplasm', 'intracellular signal transduction', 'magnesium ion binding', 'protein serine/threonine kinase activity', 'peptidyl-serine phosphorylation', 'cytoskeleton organization', 'ATP binding']",3,0,2,1,0
775,STMN2,"['growth cone', 'positive regulation of microtubule depolymerization', 'negative regulation of microtubule depolymerization', 'negative regulation of neuron projection development', 'membrane', 'positive regulation of neuron projection development', 'calcium-dependent protein binding', 'perinuclear region of cytoplasm', 'endosome', 'Golgi apparatus', 'neuronal cell body', 'cellular response to nerve growth factor stimulus', 'negative regulation of microtubule polymerization', 'lamellipodium', 'tubulin binding']",2,0,1,1,2
776,RELA,"['tumor necrosis factor-mediated signaling pathway', 'NF-kappaB p50/p65 complex', 'response to muscle stretch', 'Fc-epsilon receptor signaling pathway', 'glutamatergic synapse', 'nucleoplasm', 'negative regulation of NIK/NF-kappaB signaling', 'nuclear chromatin', 'hair follicle development', 'transcription factor complex', 'protein homodimerization activity', 'protein-containing complex binding', 'chromatin organization', 'phosphate ion binding', 'protein kinase binding', 'negative regulation of protein sumoylation', 'cellular response to vascular endothelial growth factor stimulus', 'negative regulation of insulin receptor signaling pathway', 'animal organ morphogenesis', 'cellular response to hydrogen peroxide', 'cellular response to nicotine', 'nucleotide-binding oligomerization domain containing 2 signaling pathway', 'positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus', 'positive regulation of cell population proliferation', 'histone deacetylase binding', 'regulation of DNA-templated transcription in response to stress', 'RNA polymerase II transcription coactivator binding', 'repressing transcription factor binding', 'positive regulation of NIK/NF-kappaB signaling', 'response to cobalamin', 'negative regulation of protein catabolic process', 'positive regulation of Schwann cell differentiation', 'cellular response to angiotensin', 'positive regulation of I-kappaB kinase/NF-kappaB signaling', 'chromatin DNA binding', 'RNA polymerase II proximal promoter sequence-specific DNA binding', 'response to progesterone', 'RNA polymerase II distal enhancer sequence-specific DNA binding', 'cellular response to lipoteichoic acid', 'postsynapse to nucleus signaling pathway', 'actinin binding', 'positive regulation of leukocyte adhesion to vascular endothelial cell', 'DNA-binding transcription activator activity, RNA polymerase II-specific', 'response to cAMP', 'response to amino acid', 'protein N-terminus binding', 'liver development', 'positive regulation of interleukin-12 biosynthetic process', 'negative regulation of pri-miRNA transcription by RNA polymerase II', 'acetaldehyde metabolic process', 'defense response to virus', 'positive regulation of T cell receptor signaling pathway', 'interleukin-1-mediated signaling pathway', 'response to muramyl dipeptide', 'stimulatory C-type lectin receptor signaling pathway', 'NF-kappaB binding', 'cellular response to interleukin-6', 'response to morphine', 'cytosol', 'ankyrin repeat binding', 'cellular defense response', 'positive regulation of NF-kappaB transcription factor activity', 'cellular response to lipopolysaccharide', 'positive regulation of pri-miRNA transcription by RNA polymerase II', 'positive regulation of type I interferon production', 'DNA-binding transcription repressor activity, RNA polymerase II-specific', 'protein heterodimerization activity', 'activating transcription factor binding', 'response to UV-B', 'cellular response to peptidoglycan', 'cellular response to hepatocyte growth factor stimulus', 'aging', 'positive regulation of miRNA metabolic process', 'ubiquitin protein ligase binding', 'viral process', 'membrane protein intracellular domain proteolysis', 'negative regulation of extrinsic apoptotic signaling pathway', 'positive regulation of chondrocyte differentiation', 'regulation of inflammatory response']",2,0,2,4,3
777,REEP5,"['biological_process', 'integral component of membrane', 'endoplasmic reticulum tubular network', 'protein binding']",0,0,0,2,0
778,NFIB,"['lung ciliated cell differentiation', 'response to bacterium', 'commissural neuron axon guidance', 'RNA polymerase II proximal promoter sequence-specific DNA binding', 'glial cell differentiation', 'type I pneumocyte differentiation', 'DNA-binding transcription activator activity, RNA polymerase II-specific', 'negative regulation of epithelial cell proliferation involved in lung morphogenesis', 'negative regulation of pri-miRNA transcription by RNA polymerase II', 'cell differentiation involved in salivary gland development', 'DNA replication', 'anterior commissure morphogenesis', 'positive regulation of transcription by RNA polymerase II', 'salivary gland cavitation', 'Clara cell differentiation', 'fibrillar center', 'negative regulation of mesenchymal cell proliferation involved in lung development', 'cerebellar mossy fiber', 'hindbrain development', 'chondrocyte differentiation', 'principal sensory nucleus of trigeminal nerve development', 'type II pneumocyte differentiation']",1,0,0,1,2
779,SUMO1,"['PML body organization', 'double-strand break repair via nonhomologous end joining', 'regulation of protein localization', 'protein C-terminus binding', 'positive regulation of proteasomal ubiquitin-dependent protein catabolic process', 'protein stabilization', 'negative regulation of transcription by RNA polymerase II', 'protein localization to nuclear pore', 'glucocorticoid receptor binding', 'SUMO activating enzyme complex', 'dendrite', 'voltage-gated potassium channel complex', 'regulation of interferon-gamma-mediated signaling pathway', 'nuclear membrane', 'regulation of cardiac muscle cell contraction', 'nuclear pore', 'nuclear stress granule', 'negative regulation of delayed rectifier potassium channel activity', 'negative regulation of action potential', 'small protein activating enzyme binding', 'cytosol', 'cellular response to heat', 'synapse', 'transcription corepressor binding', 'RNA binding', 'negative regulation of DNA binding', 'cellular response to cadmium ion', 'nuclear speck', 'fibrillar center', 'protein tag', 'positive regulation of protein complex assembly', 'heterochromatin', 'protein sumoylation', 'negative regulation of DNA-binding transcription factor activity', 'positive regulation of ATPase-coupled calcium transmembrane transporter activity', 'ubiquitin protein ligase binding', 'potassium channel regulator activity', 'viral process', 'roof of mouth development', 'protein binding, bridging', 'PML body', 'XY body']",3,2,2,3,1
780,GTF2E1,"['RNA polymerase II complex binding', 'metal ion binding', 'transcription factor TFIIE complex', 'transcriptional preinitiation complex', 'TFIIH-class transcription factor complex binding', 'sequence-specific DNA binding', 'transcriptional open complex formation at RNA polymerase II promoter', 'cytosol', 'RNA polymerase II general transcription initiation factor activity', 'viral process', 'snRNA transcription by RNA polymerase II', 'transcription factor TFIID complex']",0,0,0,2,0
781,RBBP6,"['zinc ion binding', 'multicellular organism growth', 'regulation of DNA replication', 'cellular response to DNA damage stimulus', 'ubiquitin-dependent protein catabolic process', 'protein-containing complex', 'cytosol', 'somite development', 'protein kinase binding', 'centrosome', 'chromosome', 'embryonic organ development', 'nucleolus', 'ubiquitin protein ligase activity', 'RNA binding', 'in utero embryonic development', 'protein polyubiquitination', 'nuclear speck', 'mRNA processing']",1,0,1,3,2
782,SBF2,"['endosome membrane', 'autophagy', 'perinuclear region of cytoplasm', 'protein tetramerization', 'cytosol', 'myelination', 'vacuolar membrane', 'Rab guanyl-nucleotide exchange factor activity', 'phosphatidylinositol binding', 'regulation of GTPase activity', 'phosphatase regulator activity', 'phosphatase binding', 'axon']",0,0,0,1,0
783,KNG1,"['plasma membrane', 'collagen-containing extracellular matrix', 'post-translational protein modification', 'platelet alpha granule lumen', 'vasodilation', 'extracellular exosome', 'inflammatory response', 'negative regulation of blood coagulation', 'blood microparticle', 'positive regulation of cytosolic calcium ion concentration', 'positive regulation of apoptotic process', 'negative regulation of endopeptidase activity', 'platelet degranulation', 'endoplasmic reticulum lumen', 'heparin binding', 'G protein-coupled receptor signaling pathway', 'blood coagulation, intrinsic pathway', 'zinc ion binding', 'signaling receptor binding', 'negative regulation of cell adhesion', 'cysteine-type endopeptidase inhibitor activity']",3,0,1,2,0
784,DOHH,"['peptidyl-lysine modification to peptidyl-hypusine', 'deoxyhypusine monooxygenase activity', 'cofactor binding', 'cytosol', 'protein binding', 'iron ion binding', 'oxidation-reduction process']",0,0,0,2,0
785,HELZ2,"['cytoplasm', 'DNA binding', 'metal ion binding', 'nuclear receptor transcription coactivator activity', 'membrane', 'nucleoplasm', 'ATP-dependent RNA helicase activity', 'ribonuclease activity', 'positive regulation of transcription by RNA polymerase II', 'RNA phosphodiester bond hydrolysis', 'protein binding', 'nuclear-transcribed mRNA catabolic process, nonsense-mediated decay', 'RNA binding', 'ATP binding', 'regulation of lipid metabolic process']",0,0,0,4,0
786,PTPRT,"['negative regulation of cell migration', 'integral component of plasma membrane', 'delta-catenin binding', 'gamma-catenin binding', 'cellular response to interleukin-6', 'protein homodimerization activity', 'protein phosphatase binding', 'peptidyl-tyrosine dephosphorylation involved in inactivation of protein kinase activity', 'cell surface', 'beta-catenin binding', 'negative regulation of receptor signaling pathway via STAT', 'homophilic cell adhesion via plasma membrane adhesion molecules', 'alpha-catenin binding', 'transmembrane receptor protein tyrosine phosphatase activity', 'STAT family protein binding', 'transmembrane receptor protein tyrosine kinase signaling pathway', 'cadherin binding']",3,0,1,1,0
787,BRD2,"['cytoplasm', 'spermatogenesis', 'lysine-acetylated histone binding', 'regulation of transcription by RNA polymerase II', 'nucleosome assembly', 'viral process', 'chromatin binding', 'nuclear speck']",0,0,1,2,1
788,ZKSCAN2,"['DNA binding', 'metal ion binding', 'regulation of transcription by RNA polymerase II', 'nucleus', 'DNA-binding transcription factor activity, RNA polymerase II-specific']",0,0,0,1,0
789,SETD2,"['metal ion binding', 'nucleoplasm', 'alpha-tubulin binding', 'endodermal cell differentiation', 'mismatch repair', 'microtubule cytoskeleton organization involved in mitosis', 'nucleosome organization', 'regulation of cytokinesis', 'positive regulation of interferon-alpha production', 'angiogenesis', 'neural tube closure', 'morphogenesis of a branching structure', 'peptidyl-lysine monomethylation', 'defense response to virus', 'regulation of double-strand break repair via homologous recombination', 'response to type I interferon', 'regulation of protein localization to chromatin', 'forebrain development', 'cell migration involved in vasculogenesis', 'histone methyltransferase activity (H3-K36 specific)', 'stem cell development', 'coronary vasculature morphogenesis', 'pericardium development', 'embryonic placenta morphogenesis', 'regulation of transcription, DNA-templated', 'regulation of mRNA export from nucleus', 'histone H3-K36 trimethylation', 'transcription elongation from RNA polymerase II promoter', 'chromosome', 'mesoderm morphogenesis', 'embryonic cranial skeleton morphogenesis', 'histone H3-K36 dimethylation']",1,2,3,2,2
790,FCAR,"['tertiary granule membrane', 'integral component of plasma membrane', 'extracellular region', 'IgA binding', 'ficolin-1-rich granule membrane', 'specific granule membrane', 'neutrophil degranulation']",0,0,0,1,0
791,ZFP90,"['DNA-binding transcription repressor activity, RNA polymerase II-specific', 'DNA binding', 'metal ion binding', 'nucleus', 'positive regulation of transcription, DNA-templated', 'negative regulation of transcription by RNA polymerase II', 'negative regulation of DNA binding']",0,0,0,1,0
792,NES,"['cytoplasm', 'embryonic camera-type eye development', 'negative regulation of catalytic activity', 'cell projection morphogenesis', 'negative regulation of protein binding', 'positive regulation of intermediate filament depolymerization', 'negative regulation of neuron apoptotic process', 'stem cell proliferation', 'positive regulation of neural precursor cell proliferation', 'intermediate filament binding', 'protein binding', 'structural molecule activity', 'brain development', 'intermediate filament', 'G2/M transition of mitotic cell cycle']",0,0,0,3,2
793,CNDP1,"['metal ion binding', 'extracellular region', 'regulation of cellular protein metabolic process', 'cytosol', 'carboxypeptidase activity', 'proteolysis', 'dipeptidase activity', 'metallopeptidase activity']",0,0,0,3,0
794,DNMT1,"['DNA methylation on cytosine within a CG sequence', 'maintenance of DNA methylation', 'nucleoplasm', 'positive regulation of vascular smooth muscle cell proliferation', 'replication fork', 'positive regulation of methylation-dependent chromatin silencing', 'Ras protein signal transduction', 'negative regulation of histone H3-K9 methylation', 'DNA (cytosine-5-)-methyltransferase activity', 'methyl-CpG binding', 'C-5 methylation of cytosine', 'negative regulation of transcription by RNA polymerase II', 'pericentric heterochromatin', 'protein binding', 'DNA methylation involved in embryo development', 'promoter-specific chromatin binding', 'negative regulation of vascular associated smooth muscle cell apoptotic process', 'RNA binding', 'zinc ion binding', 'positive regulation of gene expression', 'negative regulation of vascular smooth muscle cell differentiation involved in phenotypic switching', 'cellular response to amino acid stimulus', 'positive regulation of histone H3-K4 methylation', 'DNA-binding transcription factor activity, RNA polymerase II-specific']",3,0,0,2,1
795,GALNT13,"['O-glycan processing', 'integral component of membrane', 'metal ion binding', 'polypeptide N-acetylgalactosaminyltransferase activity', 'Golgi membrane', 'protein O-linked glycosylation via threonine', 'carbohydrate binding', 'protein O-linked glycosylation via serine']",0,0,0,2,0
796,ARAP2,"['metal ion binding', 'regulation of small GTPase mediated signal transduction', 'cytosol', 'GTPase activator activity', 'positive regulation of GTPase activity', 'phosphatidylinositol-3,4,5-trisphosphate binding']",2,0,0,1,0
797,EMC4,"['ER membrane protein complex', 'apoptotic process', 'protein folding in endoplasmic reticulum']",0,0,0,1,0
798,TCF7,"['DNA-binding transcription repressor activity, RNA polymerase II-specific', 'immune response', 'regulation of cell population proliferation', 'cellular response to interleukin-4', 'neural tube development', 'nuclear euchromatin', 'RNA polymerase II proximal promoter sequence-specific DNA binding', 'T cell receptor V(D)J recombination', 'transcription factor complex', 'nuclear body', 'canonical Wnt signaling pathway involved in negative regulation of apoptotic process', 'embryonic digestive tract morphogenesis', 'embryonic genitalia morphogenesis', 'embryonic hindgut morphogenesis', 'beta-catenin binding', 'negative regulation of transcription by RNA polymerase II', 'beta-catenin-TCF complex assembly', 'alpha-beta T cell differentiation']",2,0,1,2,2
799,KANK2,"['glomerular visceral epithelial cell migration', 'negative regulation of G1/S transition of mitotic cell cycle', 'negative regulation of programmed cell death', 'apoptotic process', 'regulation of Rho protein signal transduction', 'negative regulation of intracellular estrogen receptor signaling pathway', 'negative regulation of vitamin D receptor signaling pathway', 'mitochondrion', 'negative regulation of cell population proliferation', 'negative regulation of transcription by RNA polymerase II', 'protein binding', 'kidney epithelium development']",2,0,0,3,1
800,SIM1,"['DNA binding', 'protein heterodimerization activity', 'regulation of transcription by RNA polymerase II', 'nucleus', 'nervous system development', 'ureteric bud development', 'DNA-binding transcription factor activity, RNA polymerase II-specific', 'cell differentiation']",0,0,0,1,1
801,PIGN,"['integral component of membrane', 'endoplasmic reticulum membrane', 'plasma membrane', 'mannose-ethanolamine phosphotransferase activity', 'cytosol', 'preassembly of GPI anchor in ER membrane']",0,0,1,0,0
802,AKAP9,"['positive regulation of potassium ion transmembrane transporter activity', 'glutamatergic synapse', 'cellular response to cAMP', 'dendritic branch', 'neuronal cell body', 'positive regulation of peptidyl-serine phosphorylation', 'molecular adaptor activity', 'ion channel binding', 'maintenance of centrosome location', 'ciliary basal body-plasma membrane docking', 'voltage-gated potassium channel complex', 'extrinsic component of postsynaptic density membrane', 'regulation of cardiac muscle cell action potential involved in regulation of contraction', 'cytosol', 'regulation of Golgi organization', 'Golgi stack', 'protein kinase A regulatory subunit binding', 'cis-Golgi network', 'negative regulation of adenylate cyclase activity', 'response to electrical stimulus', 'microtubule nucleation', 'regulation of G2/M transition of mitotic cell cycle', 'DNA binding', 'signaling receptor binding', 'potassium channel regulator activity', 'centrosome', 'regulation of postsynaptic neurotransmitter receptor activity', 'positive regulation of microtubule polymerization', 'regulation of ventricular cardiac muscle cell membrane repolarization', 'regulation of heart rate by cardiac conduction']",4,1,2,2,0
803,PTPRD,"['peptidyl-tyrosine dephosphorylation', 'transmembrane receptor protein tyrosine phosphatase signaling pathway', 'signaling receptor binding', 'extracellular exosome', 'integral component of plasma membrane', 'presynaptic membrane assembly', 'heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules', 'glutamatergic synapse', 'synaptic membrane adhesion', 'trans-synaptic signaling by trans-synaptic complex', 'regulation of presynapse assembly', 'positive regulation of dendrite morphogenesis', 'regulation of postsynaptic density assembly', 'transmembrane receptor protein tyrosine phosphatase activity', 'positive regulation of synapse assembly', 'cell adhesion molecule binding']",2,0,2,1,1
804,UTF1,"['transcription coactivator activity', 'nucleus', 'positive regulation of transcription by RNA polymerase II', 'protein binding', 'male gonad development']",0,0,0,1,1
805,FANCM,"['DNA duplex unwinding', 'Fanconi anaemia nuclear complex', 'DNA binding', 'resolution of meiotic recombination intermediates', ""ATP-dependent 3'-5' DNA helicase activity"", 'interstrand cross-link repair', 'chromatin binding', 'FANCM-MHF complex', 'positive regulation of protein monoubiquitination', 'nuclease activity', 'protein binding', 'ATP binding', 'replication fork processing', 'nucleic acid phosphodiester bond hydrolysis']",0,0,0,2,0
806,MBP,"['membrane organization', 'maintenance of permeability of blood-brain barrier', 'compact myelin', 'plasma membrane', 'nucleus', 'MAPK cascade', 'protein-containing complex', 'positive regulation of metalloendopeptidase activity', 'calmodulin binding', 'protease binding', 'neuronal cell body', 'internode region of axon', 'response to toxic substance', 'positive regulation of interleukin-6 secretion', 'immune response', 'cell surface', 'positive regulation of chemokine (C-C motif) ligand 2 secretion', 'sensory perception of sound', 'myelination', 'negative regulation of heterotypic cell-cell adhesion', 'structural constituent of myelin sheath', 'substantia nigra development', 'chemical synaptic transmission']",1,0,2,1,1
807,FIS1,"['mitochondrion morphogenesis', 'positive regulation of mitochondrial calcium ion concentration', 'positive regulation of mitochondrial fission', 'calcium-mediated signaling using intracellular calcium source', 'cellular response to peptide', 'protein-containing complex binding', 'protein-containing complex', 'cellular response to thapsigargin', 'protein targeting to mitochondrion', 'integral component of mitochondrial outer membrane', 'negative regulation of endoplasmic reticulum calcium ion concentration', 'cellular response to glucose stimulus', 'cellular response to toxic substance', 'mitochondrial fusion', 'response to nutrient levels', 'mitochondrial fragmentation involved in apoptotic process', 'endoplasmic reticulum', 'positive regulation of cytosolic calcium ion concentration', 'positive regulation of intrinsic apoptotic signaling pathway', 'integral component of peroxisomal membrane', 'release of cytochrome c from mitochondria', 'positive regulation of cysteine-type endopeptidase activity involved in apoptotic process', 'response to fluoride', 'autophagy of mitochondrion', 'signaling receptor binding', 'peroxisome fission', 'response to flavonoid', 'positive regulation of protein targeting to membrane', 'protein homooligomerization', 'response to hypobaric hypoxia', 'response to muscle activity', 'positive regulation of neuron apoptotic process']",3,0,0,3,1
808,BAG6,"['intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator', 'polyubiquitin modification-dependent protein binding', 'ribosome binding', 'nucleoplasm', 'misfolded protein binding', 'ubiquitin-dependent ERAD pathway', 'chromatin organization', 'negative regulation of apoptotic process', 'regulation of embryonic development', 'BAT3 complex', 'ER-associated misfolded protein catabolic process', 'positive regulation of ERAD pathway', 'negative regulation of proteasomal ubiquitin-dependent protein catabolic process', 'regulation of cell population proliferation', 'extracellular exosome', 'protein stabilization', 'protein localization to cytosolic proteasome complex involved in ERAD pathway', 'lung development', 'kidney development', 'cell differentiation', 'spermatogenesis', 'Hsp70 protein binding', 'immune response-activating cell surface receptor signaling pathway', 'tail-anchored membrane protein insertion into ER membrane', 'intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress', 'internal peptidyl-lysine acetylation', 'brain development', 'ubiquitin-specific protease binding', 'natural killer cell activation', 'signaling receptor binding', 'endoplasmic reticulum stress-induced pre-emptive quality control', 'membrane', 'ubiquitin protein ligase binding', 'synaptonemal complex assembly', 'proteasome binding', 'maintenance of unfolded protein involved in ERAD pathway']",2,1,2,3,2
809,NEDD9,"['cell cycle', 'activation of GTPase activity', 'plasma membrane', 'focal adhesion', 'nucleoplasm', 'actin filament bundle assembly', 'cell division', 'positive regulation of protein tyrosine kinase activity', 'spindle pole', 'Golgi apparatus', 'cytosol', 'positive regulation of substrate adhesion-dependent cell spreading', 'integrin-mediated signaling pathway', 'protein tyrosine kinase binding', 'lamellipodium', 'regulation of growth', 'positive regulation of cell migration', 'cell cortex', 'actin filament reorganization']",1,0,3,1,1
810,FGF1,"['activation of protein kinase B activity', 'fibroblast growth factor receptor signaling pathway', 'activation of MAPK activity', 'positive regulation of endothelial cell migration', 'nucleolus', 'branch elongation involved in ureteric bud branching', 'lung development', 'regulation of endothelial cell chemotaxis to fibroblast growth factor', 'cell differentiation', 'Hsp70 protein binding', 'integrin binding', 'regulation of signaling receptor activity', 'organ induction', 'positive regulation of sprouting angiogenesis', 'cytosol', 'heparin binding', 'cellular response to heat', 'positive regulation of transcription by RNA polymerase II', 'extracellular matrix', 'positive regulation of protein kinase B signaling', 'growth factor activity', 'S100 protein binding', 'extracellular space', 'positive regulation of cholesterol biosynthetic process', 'positive regulation of cell division', 'regulation of endothelial tube morphogenesis', 'positive regulation of epithelial cell proliferation', 'fibroblast growth factor receptor binding', 'cell cortex']",2,0,1,2,3
811,TSEN34,"['nucleoplasm', 'tRNA-intron endonuclease activity', 'nucleic acid binding', 'lyase activity', 'RNA phosphodiester bond hydrolysis, endonucleolytic', 'tRNA-intron endonuclease complex', 'tRNA-type intron splice site recognition and cleavage', 'nucleolus', 'mRNA processing']",0,0,0,2,0
812,ATP6V0C,"['positive regulation of Wnt signaling pathway', 'endosome membrane', 'proton-transporting ATPase activity, rotational mechanism', 'plasma membrane', 'focal adhesion', 'phagocytic vesicle membrane', 'proton-transporting V-type ATPase, V0 domain', 'integral component of membrane', 'extracellular exosome', 'regulation of macroautophagy', 'ficolin-1-rich granule membrane', 'azurophil granule membrane', 'proton-transporting ATP synthase activity, rotational mechanism', 'ATP hydrolysis coupled proton transport', 'phagosome acidification', 'tertiary granule membrane', 'transferrin transport', 'insulin receptor signaling pathway', 'ubiquitin protein ligase binding', 'viral process', 'neutrophil degranulation']",1,1,1,2,0
813,STARD9,"['centriole', 'nucleus', 'microtubule motor activity', 'lipid binding', 'microtubule binding', 'spindle assembly', 'ATP binding', 'microtubule-based movement']",0,0,2,1,0
814,SYNE2,"['lamellipodium membrane', 'nucleokinesis involved in cell motility in cerebral cortex radial glia guided migration', 'meiotic nuclear membrane microtubule tethering complex', 'focal adhesion', 'filopodium membrane', 'nucleoplasm', 'aggresome', 'integral component of membrane', 'nuclear outer membrane', 'extracellular exosome', 'positive regulation of cell migration', 'Z disc', 'centrosome localization', 'intermediate filament cytoskeleton', 'regulation of cilium assembly', 'actin filament binding', 'centriole-centriole cohesion', 'cytoskeletal anchoring at nuclear membrane', 'sarcoplasmic reticulum membrane', 'nuclear migration along microfilament', 'mitochondrion', 'centrosome']",0,1,4,2,0
815,ATG101,"['endoplasmic reticulum membrane', 'autophagosome assembly', 'identical protein binding', 'regulation of macroautophagy', 'protein-containing complex binding', 'cytosol', 'phagophore assembly site']",0,0,1,1,0
816,MVB12B,"['ESCRT I complex', 'endosomal transport', 'nucleus', 'plasma membrane', 'regulation of epidermal growth factor receptor signaling pathway', 'extracellular exosome', 'intracellular transport of virus', 'viral budding', 'lipid binding', 'virus maturation', 'host cell', 'cytosol', 'late endosome membrane', 'protein binding', 'ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway', 'protein transport', 'early endosome']",1,1,0,3,1
817,PDE4B,"['metal ion binding', 'synaptic vesicle', 'positive regulation of interferon-gamma production', 'positive regulation of interleukin-2 production', 'neutrophil chemotaxis', 'cellular response to drug', 'gamma-tubulin complex', 'gamma-tubulin binding', 'ion channel binding', 'regulation of high voltage-gated calcium channel activity', ""3',5'-cyclic-AMP phosphodiesterase activity"", 'postsynaptic density', 'Z disc', 'cAMP binding', 'cAMP catabolic process', 'regulation of cardiac muscle cell contraction', 'cytosol', 'cellular response to epinephrine stimulus', 'G protein-coupled receptor signaling pathway', 'excitatory synapse', 'dendritic spine', 'cellular response to lipopolysaccharide', 'negative regulation of relaxation of cardiac muscle', 'T cell receptor signaling pathway', 'neutrophil homeostasis', 'centrosome', 'voltage-gated calcium channel complex']",3,0,0,3,0
818,ARHGAP32,"['fibrillar center', 'endosome membrane', 'endoplasmic reticulum membrane', 'postsynaptic membrane', 'Golgi membrane', 'nucleoplasm', 'actin cytoskeleton', 'regulation of small GTPase mediated signal transduction', 'cytosol', 'GTPase activator activity', 'positive regulation of GTPase activity', 'dendritic spine', 'phosphatidylinositol binding', 'protein binding', 'cell junction', 'postsynaptic density', 'cell cortex']",2,0,2,1,0
819,KRT17,"['MHC class II protein binding', 'extracellular exosome', 'cornification', 'hair follicle morphogenesis', 'structural constituent of cytoskeleton', 'cytosol', 'cytoskeleton organization', 'intermediate filament', 'MHC class II receptor activity', 'signal transduction']",2,0,2,1,1
820,KCNG3,"['potassium ion transmembrane transport', 'protein homooligomerization', 'endoplasmic reticulum', 'protein binding', 'delayed rectifier potassium channel activity', 'regulation of ion transmembrane transport', 'voltage-gated potassium channel complex']",0,1,0,1,0
821,EGR4,"['metal ion binding', 'nucleus', 'cellular response to growth factor stimulus', 'positive regulation of transcription by RNA polymerase II', 'DNA-binding transcription activator activity, RNA polymerase II-specific', 'RNA polymerase II regulatory region sequence-specific DNA binding', 'positive regulation of cell population proliferation']",1,0,0,1,1
