,genes,description,MF Terms,syngo,syndb,synsysnet,cortex,striatum,fetal,ngn2,Lit Sum,Exp Sum,All Sum
0,PLEKHH2,"pleckstrin homology, MyTH4 and FERM domain containing H2 [Source:HGNC Symbol;Acc:HGNC:30506]","['actin binding', 'identical protein binding']",0,0,0,0,0,0,0,0,0,0
243,TFDP2,transcription factor Dp-2 [Source:HGNC Symbol;Acc:HGNC:11751],"['protein domain specific binding', 'transcription factor binding', 'RNA polymerase II transcription regulatory region sequence-specific DNA binding', 'DNA-binding transcription activator activity, RNA polymerase II-specific']",0,0,0,0,0,0,0,0,0,0
244,SMIM1,small integral membrane protein 1 (Vel blood group) [Source:HGNC Symbol;Acc:HGNC:44204],['protein homodimerization activity'],0,0,0,0,0,0,0,0,0,0
245,TWF2,twinfilin actin binding protein 2 [Source:HGNC Symbol;Acc:HGNC:9621],"['protein kinase C binding', 'phosphatidylinositol-4,5-bisphosphate binding', 'cadherin binding', 'actin monomer binding', 'ATP binding', 'actin filament binding', 'RNA binding']",0,0,0,1,1,1,1,0,4,4
246,ZNF266,zinc finger protein 266 [Source:HGNC Symbol;Acc:HGNC:13059],"['protein binding', 'DNA-binding transcription repressor activity, RNA polymerase II-specific', 'RNA polymerase II transcription regulatory region sequence-specific DNA binding', 'metal ion binding']",0,0,0,0,0,0,0,0,0,0
247,A2M,alpha-2-macroglobulin [Source:HGNC Symbol;Acc:HGNC:7],"['interleukin-8 binding', 'tumor necrosis factor binding', 'calcium-dependent protein binding', 'interleukin-1 binding', 'signaling receptor binding', 'serine-type endopeptidase inhibitor activity', 'protease binding']",0,0,0,0,0,0,0,0,0,0
248,ASIC4,acid sensing ion channel subunit family member 4 [Source:HGNC Symbol;Acc:HGNC:21263],"['protein binding', 'ligand-gated sodium channel activity']",0,0,0,0,0,0,0,0,0,0
249,SP140L,SP140 nuclear body protein like [Source:HGNC Symbol;Acc:HGNC:25105],"['DNA binding', 'DNA-binding transcription factor activity, RNA polymerase II-specific', 'metal ion binding']",0,0,0,0,0,0,0,0,0,0
250,NDEL1,nudE neurodevelopment protein 1 like 1 [Source:HGNC Symbol;Acc:HGNC:17620],"['microtubule binding', 'protein-containing complex binding', 'beta-tubulin binding', 'identical protein binding', 'alpha-tubulin binding', 'oligopeptidase activity']",0,1,0,1,1,1,1,1,4,5
251,MTHFD1,"methylenetetrahydrofolate dehydrogenase, cyclohydrolase and formyltetrahydrofolate synthetase 1 [Source:HGNC Symbol;Acc:HGNC:7432]","['methylenetetrahydrofolate dehydrogenase (NADP+) activity', 'ATP binding', 'methylenetetrahydrofolate dehydrogenase (NAD+) activity', 'formate-tetrahydrofolate ligase activity', 'methenyltetrahydrofolate cyclohydrolase activity', 'protein binding']",0,1,0,1,0,0,1,1,2,3
252,SH3RF1,SH3 domain containing ring finger 1 [Source:HGNC Symbol;Acc:HGNC:17650],"['MAP-kinase scaffold activity', 'protein binding', 'ubiquitin protein ligase activity', 'metal ion binding']",0,0,0,1,0,0,0,0,1,1
253,BCKDHB,branched chain keto acid dehydrogenase E1 subunit beta [Source:HGNC Symbol;Acc:HGNC:987],"['alpha-ketoacid dehydrogenase activity', 'protein binding', '3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring) activity']",0,0,0,1,0,0,1,0,2,2
254,PYGL,glycogen phosphorylase L [Source:HGNC Symbol;Acc:HGNC:9725],"['glycogen phosphorylase activity', 'linear malto-oligosaccharide phosphorylase activity', 'SHG alpha-glucan phosphorylase activity', 'ATP binding', 'pyridoxal phosphate binding', 'purine nucleobase binding', 'drug binding', 'glucose binding', 'bile acid binding', 'identical protein binding', 'AMP binding']",0,0,0,0,0,0,1,0,1,1
255,GALNT4,polypeptide N-acetylgalactosaminyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:4126],"['manganese ion binding', 'protein binding', 'carbohydrate binding', 'polypeptide N-acetylgalactosaminyltransferase activity']",0,0,0,0,0,0,0,0,0,0
256,TRAK2,trafficking kinesin protein 2 [Source:HGNC Symbol;Acc:HGNC:13206],"['enzyme binding', 'TPR domain binding', 'kinesin binding', 'GABA receptor binding', 'myosin binding']",0,0,0,0,0,0,0,0,0,0
257,CEBPB,CCAAT enhancer binding protein beta [Source:HGNC Symbol;Acc:HGNC:1834],"['glucocorticoid receptor binding', 'histone deacetylase binding', 'RNA polymerase II core promoter sequence-specific DNA binding', 'kinase binding', 'histone acetyltransferase binding', 'chromatin binding', 'DNA-binding transcription activator activity, RNA polymerase II-specific', 'protein homodimerization activity', 'ubiquitin-like protein ligase binding', 'protein heterodimerization activity', 'DNA-binding transcription repressor activity, RNA polymerase II-specific', 'RNA polymerase II cis-regulatory region sequence-specific DNA binding']",0,0,0,0,0,0,0,0,0,0
258,DIDO1,death inducer-obliterator 1 [Source:HGNC Symbol;Acc:HGNC:2680],"['RNA binding', 'metal ion binding']",0,0,0,0,0,0,0,0,0,0
259,AHR,aryl hydrocarbon receptor [Source:HGNC Symbol;Acc:HGNC:348],"['Hsp90 protein binding', 'TBP-class protein binding', 'transcription coactivator binding', 'TFIID-class transcription factor complex binding', 'nuclear receptor activity', 'protein homodimerization activity', 'protein heterodimerization activity', 'E-box binding']",0,0,0,0,0,0,0,0,0,0
260,PRKAB2,protein kinase AMP-activated non-catalytic subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:9379],"['protein kinase binding', 'AMP-activated protein kinase activity', 'identical protein binding']",0,0,0,0,0,0,0,0,0,0
261,RAB37,"RAB37, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:30268]","['protein binding', 'GTP binding', 'GTPase activity']",0,1,0,0,0,0,0,1,0,1
262,ABCG5,ATP binding cassette subfamily G member 5 [Source:HGNC Symbol;Acc:HGNC:13886],"['cholesterol transfer activity', 'ATP binding', 'ATPase activity', 'protein heterodimerization activity', 'ATPase-coupled transmembrane transporter activity', 'metal ion binding']",0,0,0,0,0,0,0,0,0,0
263,HBQ1,hemoglobin subunit theta 1 [Source:HGNC Symbol;Acc:HGNC:4833],"['heme binding', 'oxygen binding', 'oxygen carrier activity', 'organic acid binding', 'peroxidase activity', 'haptoglobin binding', 'iron ion binding']",0,0,0,0,0,0,0,0,0,0
264,AGXT2,alanine--glyoxylate aminotransferase 2 [Source:HGNC Symbol;Acc:HGNC:14412],"['alanine-glyoxylate transaminase activity', 'pyridoxal phosphate binding', '(R)-3-amino-2-methylpropionate-pyruvate transaminase activity']",0,0,0,0,0,0,0,0,0,0
265,ABCC2,ATP binding cassette subfamily C member 2 [Source:HGNC Symbol;Acc:HGNC:53],"['bilirubin transmembrane transporter activity', 'protein domain specific binding', 'ATP binding', 'ATPase activity', 'ATPase-coupled xenobiotic transmembrane transporter activity']",0,0,0,0,0,0,0,0,0,0
266,TGFBR1,transforming growth factor beta receptor 1 [Source:HGNC Symbol;Acc:HGNC:11772],"['type II transforming growth factor beta receptor binding', 'ATP binding', 'activin binding', 'activin receptor activity, type I', 'I-SMAD binding', 'transforming growth factor beta binding', 'transforming growth factor beta receptor activity, type I', 'metal ion binding']",0,0,0,0,0,0,1,0,1,1
267,ZNF536,zinc finger protein 536 [Source:HGNC Symbol;Acc:HGNC:29025],"['DNA-binding transcription repressor activity, RNA polymerase II-specific', 'retinoic acid-responsive element binding', 'metal ion binding']",0,0,0,0,0,0,0,0,0,0
268,CMBL,carboxymethylenebutenolidase homolog [Source:HGNC Symbol;Acc:HGNC:25090],['hydrolase activity'],0,0,0,0,0,0,0,0,0,0
269,GCC2,GRIP and coiled-coil domain containing 2 [Source:HGNC Symbol;Acc:HGNC:23218],['identical protein binding'],0,0,0,1,0,0,0,0,1,1
270,CYTIP,cytohesin 1 interacting protein [Source:HGNC Symbol;Acc:HGNC:9506],['protein binding'],0,0,0,0,0,0,0,0,0,0
271,ZNF419,zinc finger protein 419 [Source:HGNC Symbol;Acc:HGNC:20648],"['protein binding', 'DNA-binding transcription factor activity, RNA polymerase II-specific', 'RNA polymerase II cis-regulatory region sequence-specific DNA binding', 'metal ion binding']",0,0,0,0,0,0,0,0,0,0
272,GNAO1,G protein subunit alpha o1 [Source:HGNC Symbol;Acc:HGNC:4389],"['GTP binding', 'GTPase activating protein binding', 'metal ion binding', 'corticotropin-releasing hormone receptor 1 binding', 'mu-type opioid receptor binding', 'G protein-coupled serotonin receptor binding', 'GTPase activity', 'G-protein beta/gamma-subunit complex binding']",0,1,1,1,1,1,1,2,4,6
273,MMP27,matrix metallopeptidase 27 [Source:HGNC Symbol;Acc:HGNC:14250],"['metalloendopeptidase activity', 'zinc ion binding']",0,0,0,0,0,0,0,0,0,0
274,LTBP2,latent transforming growth factor beta binding protein 2 [Source:HGNC Symbol;Acc:HGNC:6715],"['growth factor binding', 'heparin binding', 'extracellular matrix structural constituent', 'microfibril binding', 'calcium ion binding']",0,0,0,0,0,0,0,0,0,0
275,FOXS1,forkhead box S1 [Source:HGNC Symbol;Acc:HGNC:3735],"['DNA-binding transcription repressor activity, RNA polymerase II-specific', 'RNA polymerase II cis-regulatory region sequence-specific DNA binding']",0,0,0,0,0,0,0,0,0,0
276,CNTNAP2,contactin associated protein 2 [Source:HGNC Symbol;Acc:HGNC:13830],['enzyme binding'],0,1,1,1,1,0,1,2,3,5
277,SLC25A3,solute carrier family 25 member 3 [Source:HGNC Symbol;Acc:HGNC:10989],"['protein-containing complex binding', 'phosphate:proton symporter activity', 'inorganic phosphate transmembrane transporter activity']",0,1,0,1,1,1,1,1,4,5
278,PPM1G,"protein phosphatase, Mg2+/Mn2+ dependent 1G [Source:HGNC Symbol;Acc:HGNC:9278]","['magnesium-dependent protein serine/threonine phosphatase activity', 'protein binding', 'protein serine phosphatase activity', 'protein threonine phosphatase activity', 'metal ion binding']",0,0,0,0,0,0,1,0,1,1
279,CDK2AP1,cyclin dependent kinase 2 associated protein 1 [Source:HGNC Symbol;Acc:HGNC:14002],['DNA polymerase binding'],0,0,0,0,0,0,0,0,0,0
280,AMPD1,adenosine monophosphate deaminase 1 [Source:HGNC Symbol;Acc:HGNC:468],"['metal ion binding', 'AMP deaminase activity', 'identical protein binding', 'myosin heavy chain binding']",0,0,0,0,0,0,0,0,0,0
281,LMOD3,leiomodin 3 [Source:HGNC Symbol;Acc:HGNC:6649],"['actin monomer binding', 'tropomyosin binding']",0,0,0,0,0,0,0,0,0,0
282,SASH3,SAM and SH3 domain containing 3 [Source:HGNC Symbol;Acc:HGNC:15975],None,0,0,0,0,0,0,1,0,1,1
283,CXXC1,CXXC finger protein 1 [Source:HGNC Symbol;Acc:HGNC:24343],"['zinc ion binding', 'histone methyltransferase activity (H3-K4 specific)', 'methylated histone binding', 'unmethylated CpG binding', 'cis-regulatory region sequence-specific DNA binding']",0,0,0,0,0,0,0,0,0,0
284,KIFC2,kinesin family member C2 [Source:HGNC Symbol;Acc:HGNC:29530],"['ATPase activity', 'microtubule binding', 'microtubule motor activity', 'ATP binding']",0,0,0,1,0,0,0,0,1,1
285,DNAH6,dynein axonemal heavy chain 6 [Source:HGNC Symbol;Acc:HGNC:2951],"['dynein intermediate chain binding', 'dynein light intermediate chain binding', 'ATP-dependent microtubule motor activity, minus-end-directed', 'ATP binding']",0,0,0,0,0,0,0,0,0,0
286,TBL1XR1,TBL1X receptor 1 [Source:HGNC Symbol;Acc:HGNC:29529],"['protein N-terminus binding', 'transcription regulatory region sequence-specific DNA binding', 'beta-catenin binding', 'transcription corepressor activity', 'histone binding']",0,0,0,0,0,0,0,0,0,0
287,NUP205,nucleoporin 205 [Source:HGNC Symbol;Acc:HGNC:18658],"['protein binding', 'structural constituent of nuclear pore']",0,0,0,0,0,0,1,0,1,1
288,CWC15,CWC15 spliceosome associated protein homolog [Source:HGNC Symbol;Acc:HGNC:26939],"['protein binding', 'RNA binding']",0,0,0,1,0,0,0,0,1,1
289,ENO2,enolase 2 [Source:HGNC Symbol;Acc:HGNC:3353],"['phosphopyruvate hydratase activity', 'protein binding', 'magnesium ion binding']",0,1,1,1,1,1,1,2,4,6
290,LRRC49,leucine rich repeat containing 49 [Source:HGNC Symbol;Acc:HGNC:25965],None,0,0,0,0,0,0,0,0,0,0
291,ALDH4A1,aldehyde dehydrogenase 4 family member A1 [Source:HGNC Symbol;Acc:HGNC:406],"['aldehyde dehydrogenase (NAD+) activity', 'electron transfer activity', 'identical protein binding', '1-pyrroline-5-carboxylate dehydrogenase activity']",0,1,0,1,0,0,1,1,2,3
292,ATP10D,ATPase phospholipid transporting 10D (putative) [Source:HGNC Symbol;Acc:HGNC:13549],"['protein binding', 'ATPase-coupled intramembrane lipid transporter activity', 'magnesium ion binding', 'ATP binding']",0,0,0,0,0,1,0,0,1,1
293,ATF7,activating transcription factor 7 [Source:HGNC Symbol;Acc:HGNC:792],"['cAMP response element binding', 'mitogen-activated protein kinase binding', 'DNA-binding transcription factor activity, RNA polymerase II-specific', 'transcription factor binding', 'metal ion binding']",0,0,0,0,0,0,0,0,0,0
294,GRAMD4,GRAM domain containing 4 [Source:HGNC Symbol;Acc:HGNC:29113],['protein binding'],0,0,0,0,0,0,0,0,0,0
295,KLHL42,kelch like family member 42 [Source:HGNC Symbol;Acc:HGNC:29252],"['protein binding', 'ubiquitin-protein transferase activity']",0,0,0,0,0,0,1,0,1,1
296,TTI2,TELO2 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:26262],None,0,0,0,0,0,0,0,0,0,0
297,MX1,MX dynamin like GTPase 1 [Source:HGNC Symbol;Acc:HGNC:7532],"['GTP binding', 'identical protein binding', 'GTPase activity', 'microtubule binding']",0,0,0,0,0,0,0,0,0,0
298,PDCL,phosducin like [Source:HGNC Symbol;Acc:HGNC:8770],"['protein binding', 'protein-containing complex binding']",0,0,0,0,0,0,0,0,0,0
299,ATN1,atrophin 1 [Source:HGNC Symbol;Acc:HGNC:3033],"['transcription corepressor activity', 'RNA polymerase II transcription factor binding', 'protein domain specific binding']",0,0,0,0,0,0,0,0,0,0
300,ZNF396,zinc finger protein 396 [Source:HGNC Symbol;Acc:HGNC:18824],"['DNA-binding transcription factor activity, RNA polymerase II-specific', 'RNA polymerase II cis-regulatory region sequence-specific DNA binding', 'metal ion binding']",0,0,0,0,0,0,0,0,0,0
301,SP110,SP110 nuclear body protein [Source:HGNC Symbol;Acc:HGNC:5401],"['DNA binding', 'DNA-binding transcription factor activity, RNA polymerase II-specific', 'metal ion binding']",0,0,0,0,0,0,0,0,0,0
302,SEH1L,SEH1 like nucleoporin [Source:HGNC Symbol;Acc:HGNC:30379],"['structural molecule activity', 'protein binding']",0,0,0,1,0,0,1,0,2,2
303,RHNO1,RAD9-HUS1-RAD1 interacting nuclear orphan 1 [Source:HGNC Symbol;Acc:HGNC:28206],['protein binding'],0,0,0,0,0,0,0,0,0,0
304,PEX5L,peroxisomal biogenesis factor 5 like [Source:HGNC Symbol;Acc:HGNC:30024],"['peroxisome matrix targeting signal-1 binding', 'small GTPase binding']",0,1,0,1,1,0,0,1,2,3
305,TMEM43,transmembrane protein 43 [Source:HGNC Symbol;Acc:HGNC:28472],"['protein self-association', 'identical protein binding']",0,0,0,0,0,0,1,0,1,1
306,FMNL3,formin like 3 [Source:HGNC Symbol;Acc:HGNC:23698],"['actin filament binding', 'small GTPase binding', 'GTPase activating protein binding']",0,1,0,0,0,0,0,1,0,1
307,GSPT1,G1 to S phase transition 1 [Source:HGNC Symbol;Acc:HGNC:4621],"['protein binding', 'GTP binding', 'translation release factor activity', 'GTPase activity']",0,0,0,0,0,1,1,0,2,2
308,PHF20L1,PHD finger protein 20 like 1 [Source:HGNC Symbol;Acc:HGNC:24280],"['protein binding', 'metal ion binding']",0,0,0,0,0,0,0,0,0,0
309,XRCC1,X-ray repair cross complementing 1 [Source:HGNC Symbol;Acc:HGNC:12828],"['oxidized DNA binding', 'enzyme binding', ""3' overhang single-stranded DNA endodeoxyribonuclease activity""]",0,0,0,0,0,0,1,0,1,1
310,MCM3AP,minichromosome maintenance complex component 3 associated protein [Source:HGNC Symbol;Acc:HGNC:6946],"['H3 histone acetyltransferase activity', 'nucleic acid binding', 'histone binding', 'chromatin binding']",0,0,0,0,0,0,0,0,0,0
311,ACVRL1,activin A receptor like type 1 [Source:HGNC Symbol;Acc:HGNC:175],"['protein kinase binding', 'ATP binding', 'metal ion binding', 'activin binding', 'activin receptor activity, type I', 'SMAD binding', 'transforming growth factor beta binding', 'BMP receptor activity', 'transforming growth factor beta receptor activity, type I']",0,0,0,0,0,0,0,0,0,0
312,DPP3,dipeptidyl peptidase 3 [Source:HGNC Symbol;Acc:HGNC:3008],"['protein binding', 'metalloaminopeptidase activity', 'dipeptidyl-peptidase activity', 'zinc ion binding']",0,1,0,0,0,0,1,1,1,2
313,ELANE,"elastase, neutrophil expressed [Source:HGNC Symbol;Acc:HGNC:3309]","['heparin binding', 'serine-type endopeptidase activity', 'cytokine binding', 'protease binding', 'transcription corepressor activity']",0,0,0,0,0,0,0,0,0,0
314,LGMN,legumain [Source:HGNC Symbol;Acc:HGNC:9472],"['cysteine-type endopeptidase activity', 'tau protein binding']",0,0,0,0,0,0,1,0,1,1
315,NID1,nidogen 1 [Source:HGNC Symbol;Acc:HGNC:7821],"['collagen binding', 'extracellular matrix structural constituent', 'laminin-1 binding', 'proteoglycan binding', 'calcium ion binding']",0,0,0,0,0,0,1,0,1,1
316,NOL6,nucleolar protein 6 [Source:HGNC Symbol;Acc:HGNC:19910],"['protein binding', 'RNA binding']",0,0,0,0,0,0,0,0,0,0
317,PDE1B,phosphodiesterase 1B [Source:HGNC Symbol;Acc:HGNC:8775],"['calmodulin-dependent cyclic-nucleotide phosphodiesterase activity', 'calmodulin binding', ""3',5'-cyclic-AMP phosphodiesterase activity"", ""calcium- and calmodulin-regulated 3',5'-cyclic-GMP phosphodiesterase activity"", 'metal ion binding']",0,0,0,1,1,0,0,0,2,2
318,CLCA1,chloride channel accessory 1 [Source:HGNC Symbol;Acc:HGNC:2015],"['intracellular calcium activated chloride channel activity', 'metallopeptidase activity', 'metal ion binding']",0,0,0,0,0,0,0,0,0,0
319,NOP16,NOP16 nucleolar protein [Source:HGNC Symbol;Acc:HGNC:26934],['RNA binding'],0,0,0,0,0,0,0,0,0,0
320,ZNF786,zinc finger protein 786 [Source:HGNC Symbol;Acc:HGNC:21806],"['metal ion binding', 'protein binding', 'RNA polymerase II cis-regulatory region sequence-specific DNA binding', 'DNA-binding transcription activator activity, RNA polymerase II-specific']",0,0,0,0,0,0,0,0,0,0
321,ARMCX3,armadillo repeat containing X-linked 3 [Source:HGNC Symbol;Acc:HGNC:24065],['protein binding'],0,0,0,1,1,0,1,0,3,3
322,ATG2B,autophagy related 2B [Source:HGNC Symbol;Acc:HGNC:20187],"['phosphatidylinositol-3-phosphate binding', 'lipid transfer activity']",0,0,0,1,1,0,1,0,3,3
323,LDHAL6B,lactate dehydrogenase A like 6B [Source:HGNC Symbol;Acc:HGNC:21481],"['protein binding', 'L-lactate dehydrogenase activity']",0,0,0,0,0,0,0,0,0,0
324,F2RL2,coagulation factor II thrombin receptor like 2 [Source:HGNC Symbol;Acc:HGNC:3539],"['protein binding', 'thrombin-activated receptor activity', 'phosphatidylinositol phospholipase C activity']",0,0,0,0,0,0,0,0,0,0
325,EIF3CL,eukaryotic translation initiation factor 3 subunit C like [Source:HGNC Symbol;Acc:HGNC:26347],"['translation initiation factor binding', 'translation initiation factor activity']",0,0,0,0,0,0,0,0,0,0
326,WDR7,WD repeat domain 7 [Source:HGNC Symbol;Acc:HGNC:13490],None,0,1,1,1,1,1,1,2,4,6
327,MBD3,methyl-CpG binding domain protein 3 [Source:HGNC Symbol;Acc:HGNC:6918],"['nucleosomal DNA binding', 'protein binding', 'methyl-CpG binding']",0,0,0,0,0,0,0,0,0,0
328,PBRM1,polybromo 1 [Source:HGNC Symbol;Acc:HGNC:30064],"['lysine-acetylated histone binding', 'DNA translocase activity', 'DNA binding', 'chromatin binding']",0,0,0,0,0,0,0,0,0,0
329,PPARG,peroxisome proliferator activated receptor gamma [Source:HGNC Symbol;Acc:HGNC:9236],"['prostaglandin receptor activity', 'alpha-actinin binding', 'zinc ion binding', 'arachidonic acid binding', 'retinoid X receptor binding', 'protein C-terminus binding', 'drug binding', 'chromatin binding', 'protein self-association', 'E-box binding', 'DNA-binding transcription repressor activity, RNA polymerase II-specific', 'activating transcription factor binding', 'nuclear receptor activity', 'estrogen receptor binding', 'DNA binding domain binding', 'RNA polymerase II repressing transcription factor binding', 'peptide binding', 'LBD domain binding', 'protein phosphatase binding', 'identical protein binding']",0,0,0,0,0,0,0,0,0,0
330,TRAK1,trafficking kinesin protein 1 [Source:HGNC Symbol;Acc:HGNC:29947],"['myosin binding', 'TPR domain binding', 'GABA receptor binding']",0,0,0,0,0,0,1,0,1,1
331,DHX30,DExH-box helicase 30 [Source:HGNC Symbol;Acc:HGNC:16716],"['double-stranded RNA binding', 'ATP binding', 'RNA helicase activity', 'chromatin binding', 'protein binding']",0,1,0,1,0,1,1,1,3,4
332,MED14,mediator complex subunit 14 [Source:HGNC Symbol;Acc:HGNC:2370],"['nuclear receptor coactivator activity', 'vitamin D receptor binding']",0,0,0,0,0,0,0,0,0,0
333,CUL9,cullin 9 [Source:HGNC Symbol;Acc:HGNC:15982],"['transferase activity', 'ubiquitin protein ligase binding', 'metal ion binding', 'ATP binding']",0,0,0,0,0,0,1,0,1,1
334,SLC31A1,solute carrier family 31 member 1 [Source:HGNC Symbol;Acc:HGNC:11016],"['identical protein binding', 'copper ion transmembrane transporter activity']",0,0,0,0,0,0,0,0,0,0
335,INTS1,integrator complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:24555],None,0,0,0,0,0,0,0,0,0,0
336,BATF3,basic leucine zipper ATF-like transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:28915],"['protein binding', 'DNA-binding transcription repressor activity, RNA polymerase II-specific', 'RNA polymerase II cis-regulatory region sequence-specific DNA binding']",0,0,0,0,0,0,0,0,0,0
337,MRPL52,mitochondrial ribosomal protein L52 [Source:HGNC Symbol;Acc:HGNC:16655],['structural constituent of ribosome'],0,0,0,0,0,0,0,0,0,0
338,FOS,"Fos proto-oncogene, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:3796]","['RNA polymerase II core promoter sequence-specific DNA binding', 'RNA polymerase II activating transcription factor binding', 'chromatin binding', 'DNA-binding transcription activator activity, RNA polymerase II-specific', 'protein-containing complex binding', 'R-SMAD binding', 'RNA polymerase II cis-regulatory region sequence-specific DNA binding']",0,0,0,0,0,0,0,0,0,0
339,TCF21,transcription factor 21 [Source:HGNC Symbol;Acc:HGNC:11632],"['histone deacetylase binding', 'androgen receptor binding', 'DNA-binding transcription activator activity, RNA polymerase II-specific', 'E-box binding', 'DNA-binding transcription repressor activity, RNA polymerase II-specific', 'protein dimerization activity', 'bHLH transcription factor binding']",0,0,0,0,0,0,0,0,0,0
340,CCNC,cyclin C [Source:HGNC Symbol;Acc:HGNC:1581],"['cyclin-dependent protein serine/threonine kinase regulator activity', 'identical protein binding']",0,0,0,0,0,0,0,0,0,0
341,MMS19,"MMS19 homolog, cytosolic iron-sulfur assembly component [Source:HGNC Symbol;Acc:HGNC:13824]","['enzyme binding', 'estrogen receptor binding', 'transcription coactivator activity', 'signaling receptor complex adaptor activity']",0,0,0,0,0,0,1,0,1,1
342,PRLR,prolactin receptor [Source:HGNC Symbol;Acc:HGNC:9446],"['prolactin receptor activity', 'metal ion binding', 'leukemia inhibitory factor receptor activity', 'cytokine binding', 'peptide hormone binding', 'ciliary neurotrophic factor receptor binding', 'oncostatin-M receptor activity']",0,0,0,0,0,0,0,0,0,0
343,NDUFS7,NADH:ubiquinone oxidoreductase core subunit S7 [Source:HGNC Symbol;Acc:HGNC:7714],"['NADH dehydrogenase (ubiquinone) activity', '4 iron, 4 sulfur cluster binding', 'quinone binding', 'protease binding', 'metal ion binding']",0,1,0,1,1,0,1,1,3,4
344,MID2,midline 2 [Source:HGNC Symbol;Acc:HGNC:7096],"['transferase activity', 'enzyme binding', 'zinc ion binding', 'microtubule binding', 'protein homodimerization activity', 'phosphoprotein binding']",0,0,0,0,1,0,0,0,1,1
345,PXMP2,peroxisomal membrane protein 2 [Source:HGNC Symbol;Acc:HGNC:9716],['protein binding'],0,0,0,0,0,0,0,0,0,0
346,CRIP1,cysteine rich protein 1 [Source:HGNC Symbol;Acc:HGNC:2360],"['peptide binding', 'zinc ion binding']",0,0,0,0,0,0,0,0,0,0
347,CNOT11,CCR4-NOT transcription complex subunit 11 [Source:HGNC Symbol;Acc:HGNC:25217],['protein binding'],0,0,0,0,0,0,1,0,1,1
348,TULP1,TUB like protein 1 [Source:HGNC Symbol;Acc:HGNC:12423],"['phosphatidylinositol-4,5-bisphosphate binding', 'actin filament binding']",0,0,0,0,0,0,0,0,0,0
349,SLC4A10,solute carrier family 4 member 10 [Source:HGNC Symbol;Acc:HGNC:13811],"['anion:anion antiporter activity', 'sodium:bicarbonate symporter activity', 'inorganic anion exchanger activity']",0,0,1,1,0,0,0,1,1,2
350,SLC22A14,solute carrier family 22 member 14 [Source:HGNC Symbol;Acc:HGNC:8495],"['protein binding', 'transmembrane transporter activity']",0,0,0,0,0,0,0,0,0,0
351,NOC2L,NOC2 like nucleolar associated transcriptional repressor [Source:HGNC Symbol;Acc:HGNC:24517],"['transcription corepressor activity', 'histone binding', 'RNA binding', 'nucleosome binding', 'repressing transcription factor binding']",0,0,0,0,0,1,1,0,2,2
352,NSMAF,neutral sphingomyelinase activation associated factor [Source:HGNC Symbol;Acc:HGNC:8017],['protein binding'],0,0,0,0,0,0,0,0,0,0
353,DDX11,DEAD/H-box helicase 11 [Source:HGNC Symbol;Acc:HGNC:2736],"['G-quadruplex DNA binding', 'DNA-dependent ATPase activity', 'DNA replication origin binding', 'ATP binding', 'triplex DNA binding', '4 iron, 4 sulfur cluster binding', 'RNA-dependent ATPase activity', 'DNA helicase activity', 'chromatin binding', 'single-stranded RNA binding', 'single-stranded DNA binding', 'protein binding', 'metal ion binding']",0,0,0,0,0,0,0,0,0,0
354,SLC37A3,solute carrier family 37 member 3 [Source:HGNC Symbol;Acc:HGNC:20651],None,0,0,0,0,0,0,0,0,0,0
355,CYB5A,cytochrome b5 type A [Source:HGNC Symbol;Acc:HGNC:2570],"['metal ion binding', 'enzyme binding', 'cytochrome-c oxidase activity', 'heme binding']",0,0,0,0,0,0,0,0,0,0
356,SPIRE2,spire type actin nucleation factor 2 [Source:HGNC Symbol;Acc:HGNC:30623],['actin binding'],0,0,0,0,0,0,0,0,0,0
357,RBM22,RNA binding motif protein 22 [Source:HGNC Symbol;Acc:HGNC:25503],"['U6 snRNA binding', 'pre-mRNA binding', 'calcium-dependent protein binding', 'metal ion binding']",0,0,0,0,0,0,0,0,0,0
358,ASB18,ankyrin repeat and SOCS box containing 18 [Source:HGNC Symbol;Acc:HGNC:19770],None,0,0,0,0,0,0,0,0,0,0
359,MMAB,metabolism of cobalamin associated B [Source:HGNC Symbol;Acc:HGNC:19331],"['protein binding', 'cob(I)yrinic acid a,c-diamide adenosyltransferase activity', 'cobalamin binding', 'ATP binding']",0,0,0,0,1,0,0,0,1,1
360,NLRC4,NLR family CARD domain containing 4 [Source:HGNC Symbol;Acc:HGNC:16412],"['endopeptidase activator activity', 'ATP binding', 'caspase binding', 'magnesium ion binding', 'protein homodimerization activity']",0,0,0,0,0,0,1,0,1,1
361,EP400,E1A binding protein p400 [Source:HGNC Symbol;Acc:HGNC:11958],"['protein binding', 'ATP binding', 'DNA binding', 'helicase activity']",0,0,0,0,0,0,0,0,0,0
362,FAM217B,family with sequence similarity 217 member B [Source:HGNC Symbol;Acc:HGNC:16170],['protein binding'],0,0,0,0,0,0,0,0,0,0
